"Original Text","Initial","Machine translation","Better translation","Best translation"
"sr_shieryue","","","",""
"sr_liuyue","","","",""
"关仙子","","","",""
"十月花","","","",""
"gui/button/BT_pifu_%s.png","","","",""
"temp","","","",""
"genghuanPF","","","",""
"sound","","","",""
"se/hover.ogg","","","",""
"images/PF_chushi.png","","","",""
"images/PF_nian.png","","","",""
"images/PF_gong.png","","","",""
"images/PF_ye.png","","","",""
"images/PF_hu.png","","","",""
"images/PF_feng.png","","","",""
"images/PF_he.png","","","",""
"images/PF_ssss.png","","","",""
"images/PF_xue.png","","","",""
"images/PF_liang.png","","","",""
"gui/button/BT_sxshijian_%s.png","","","",""
"SJtoggle","","","",""
"shijian","","","",""
"grayjiacheng","","","",""
"gui/button/BT_jiacheng_%s.png","","","",""
"sxjiacheng","","","",""
"gui/button/BT_baochi_idle.png","","","",""
"WHOwagetog","","","",""
"wagetoggle","","","",""
"gui/button/BT_baochi_hover.png","","","",""
"huodongjiemian","","","",""
"gui/button/BT_jiedaikeren_%s.png","","","",""
"jiedai","","","",""
"gui/button/BT_drby_%s.png","","","",""
"danren","","","",""
"gui/button/BT_toupaidaisai_%s.png","","","",""
"toupaidasai","","","",""
"gui/button/BT_hongfuzhizheng_%s.png","","","",""
"hongfuzhizheng","","","",""
"gui/button/BT_teshushijian_%s.png","","","",""
"teshushijian","","","",""
"help_huodong","","","",""
"gui/button/BT_jifen_idle.png","","","",""
"{size=-5}{color=#912D2D}该手下不支持该皮肤！{/color}{/size}","","","",""
"{size=-5}{color=#912D2D}新版立绘不支持该皮肤！{/color}{/size}","","","",""
"{size=-5}{color=#912D2D}旧版头像不支持该皮肤！{/color}{/size}","","","",""
"pf","","","",""
"se/success.ogg","","","",""
"{size=-5}{color=#591414}已启用【初始皮肤】！{/color}{/size}","","","",""
"LYY","","","",""
"{size=-5}{color=#912D2D}已启用【宫花寂寞红】！{/color}{/size}","","","",""
"LSS","","","",""
"{size=-5}[WHOname]尚未解锁此皮肤。{/size}","","","",""
"{size=-5}{color=#000000}已启用【夜行衣】！{/size}{/color}","","","",""
"{size=-5}{color=#A56512}已启用【虎里虎气】！{/size}{/color}","","","",""
"HC","","","",""
"WFR","","","",""
"LZG","","","",""
"{size=-5}{color=#A56512}已启用【绿豆糕】！{/size}{/color}","","","",""
"{size=-5}{color=#CC2557}已启用【化妆】！{/size}{/color}","","","",""
"{size=-5}{color=#CC2557}已启用【原型】！{/size}{/color}","","","",""
"{size=-5}{color=#CC2557}已启用【番茄酱】！{/size}{/color}","","","",""
"{size=-5}{color=#CC2557}已启用【杂技】！{/size}{/color}","","","",""
"GXZ","","","",""
"{size=-5}{color=#CC2557}已启用【帷帽】！{/size}{/color}","","","",""
"{size=-5}{color=#0FA2A7}已启用【黄瓜片】！{/size}{/color}","","","",""
"SYH","","","",""
"{size=-5}{color=#0FA2A7}已启用【“黄婵”】！{/size}{/color}","","","",""
"{size=-5}皮肤尚未出炉！{/size}","","","",""
"{size=-5}{color=#9665BA}已启用【风信子】！{/color}{/size}","","","",""
"{size=-5}{color=#64AF71}已启用【小荷尖尖】！{/size}{/color}","","","",""
"{size=-5}{color=#CC2557}已启用【绣球】！{/size}{/color}","","","",""
"{size=-5}{color=#CC2557}已启用【向日葵】！{/size}{/color}","","","",""
"{size=-5}{color=#CC2557}已启用【忆七夕】！{/size}{/color}","","","",""
"{size=-5}{color=#CC2557}已启用【念念不忘】！{/size}{/color}","","","",""
"{size=-5}{color=#CC2557}已启用【将门虎女】！{/size}{/color}","","","",""
"{size=-5}{color=#CC2557}已启用【村花】！{/size}{/color}","","","",""
"{size=-5}{color=#CC2557}已启用【便衣】！{/size}{/color}","","","",""
"{size=-5}{color=#CC2557}已启用【红衣卫】！{/size}{/color}","","","",""
"{size=-5}{color=#CC2557}已启用【素绒花袄】！{/size}{/color}","","","",""
"{size=-5}{color=#CC2557}已启用【喜鹊登梅】！{/size}{/color}","","","",""
"{size=-5}{color=#0FA2A7}已启用【月朗星稀】！{/size}{/color}","","","",""
"{size=-5}{color=#CF8363}已启用【素雅】！{/size}{/color}","","","",""
"{size=-5}{color=#231387}已启用【开学季】！{/color}{/size}","","","",""
"{size=-5}{color=#6879E5}已启用【清凉一夏】！{/color}{/size}","","","",""
"{size=-5}{color=#EA6651}已启用【有你的新年】！{/size}{/color}","","","",""
"refreshTX2","","","",""
"JCred","","","",""
"芝兰之室","","","",""
"zhilanzhishibg","","","",""
"纸醉金迷","","","",""
"zhizuijinmibg","","","",""
"人迹寥寥","","","",""
"renjiliaoliaobg","","","",""
"江湖气息","","","",""
"jianghuqixibg","","","",""
"{size=-4}{color=#D35120}[JCmonth]{/color}{/size}","","","",""
"{size=-10}{color=#391C16}个月{/color}{/size}","","","",""
"高级","","","",""
"gui/button/BT_gaojirenwu_%s.png","","","",""
"temp2","","","",""
"JC1","","","",""
"JCenter","","","",""
"gui/button/BT_putongrenwu_%s.png","","","",""
"JC2","","","",""
"JC3","","","",""
"[JC1renwu]","","","",""
"jichangrenwu","","","",""
"完成","","","",""
"images/wancheng.png","","","",""
"领取","","","",""
"images/lingqu.png","","","",""
"[JC2renwu]","","","",""
"[JC3renwu]","","","",""
"help_jichang","","","",""
"selectkoubei","","","",""
"gui/button/BT_gulichuangxin_%s.png","","","",""
"gui/button/BT_moguixunlian_%s.png","","","",""
"gui/button/BT_meijiujiayao_%s.png","","","",""
"selectxuanchuan","","","",""
"gui/button/BT_xunxujianjin_%s.png","","","",""
"gui/button/BT_shangjiexuanchuan_%s.png","","","",""
"gui/button/BT_guyongtuoer_%s.png","","","",""
"selectyinbi","","","",""
"gui/button/BT_guanchazhouwei_%s.png","","","",""
"gui/button/BT_xiaoluanshiting_%s.png","","","",""
"gui/button/BT_xiushansheshi_%s.png","","","",""
"#391C16","","","",""
"FEB434","","","",""
"#503327","","","",""
"#fbe9d6","","","",""
"images/help_guanli.png","","","",""
"images/help_caiyi.png","","","",""
"images/help_wugong.png","","","",""
"images/help_weituo.png","","","",""
"images/help_qumu.png","","","",""
"images/help_shouxia.png","","","",""
"images/help_huodong.png","","","",""
"images/help_jichang.png","","","",""
"images/help_jinqian.png","","","",""
"images/help_yueshouru.png","","","",""
"images/help_yuezhichu.png","","","",""
"images/help_zhaiwu.png","","","",""
"images/help_mingqi.png","","","",""
"images/help_koubei.png","","","",""
"images/help_yinbi.png","","","",""
"images/help_toupai.png","","","",""
"images/help_hongfu.png","","","",""
"mailbg","","","",""
"gui/button/BT_jiequrenwu_%s.png","","","",""
"{size=+20}[renwu1]{/size}","","","",""
"{size=+20}[renwu2]{/size}","","","",""
"{size=+20}[renwu3]{/size}","","","",""
"{size=+20}[renwu4]{/size}","","","",""
"touzibg","","","",""
"gui/button/BT_touzi2_%s.png","","","",""
"TZxiaoshangpu","","","",""
"TZtouzi","","","",""
"gui/button/BT_chezi_%s.png","","","",""
"CZxiaoshangpu","","","",""
"TZshuzhai","","","",""
"CZshuzhai","","","",""
"TZqianzhuang","","","",""
"CZqianzhuang","","","",""
"images/yijingkaiqi.png","","","",""
"images/yijingkaiqi2.png","","","",""
"TZhuafang","","","",""
"CZhuafang","","","",""
"TZfanguan","","","",""
"CZfanguan","","","",""
"TZyeshi","","","",""
"CZyeshi","","","",""
"images/BM_gjtooltip.png","","","",""
"images/BM_zjtooltip.png","","","",""
"images/BM_djtooltip.png","","","",""
"se/move3.ogg","","","",""
"{size=-5}{color=#ff0000}需求谱子数量不足！{/color}{/size}","","","",""
"choice_button_text","","","",""
"puzibugou","","","",""
"LGdot","","","",""
"djtooltip","","","",""
"zjtooltip","","","",""
"gjtooltip","","","",""
"yangchengbg2","","","",""
"BG_bmzp","","","",""
"images/face/Q_","","","",""
"_","","","",""
".png","","","",""
"{font=jiangxizhuokai.ttf}{color=#F6F0EF}当前体力：{/color}{color=#9DD1FF}[tili]{/color}{/font}","","","",""
"BMtili","","","",""
"gui/button/BT_gjpz_hover.png","","","",""
"gui/button/BT_gjpz_%s.png","","","",""
"gui/button/BT_zjpz_hover.png","","","",""
"gui/button/BT_zjpz_%s.png","","","",""
"gui/button/BT_djpz_hover.png","","","",""
"gui/button/BT_djpz_%s.png","","","",""
"images/xuanzebianxie.png","","","",""
"gui/button/BT_kaishibianxie_%s.png","","","",""
"BMresult","","","",""
"lgglow","","","",""
"images/mask_linggan.png","","","",""
"waveanim","","","",""
"images/top_linggan.png","","","",""
"images/top_cover.png","","","",""
"images/BG_bmzpselection.png","","","",""
"gui/button/BT_fanhui_%s.png","","","",""
"[djpz]","","","",""
"blackoutline","","","",""
"[zjpz]","","","",""
"[gjpz]","","","",""
"gui/button/BMBT_LZG_hover.png","","","",""
"gui/button/BMBT_LZG_buzai.png","","","",""
"gui/button/BMBT_LZG_%s.png","","","",""
"BMtoggle","","","",""
"wavepos","","","",""
"BMexp","","","",""
"happy","","","",""
"BMcy","","","",""
"BMxq","","","",""
"normal","","","",""
"frown","","","",""
"jing","","","",""
"{size=-15}{color=#521E1E}栗子糕{/color}{image=reddot}{/size}","","","",""
"{size=-15}{color=#521E1E}栗子糕{/color}{/size}","","","",""
"{size=-15}{color=#521E1E}{color=#BE3434}才艺{/color}[LZGcy]{/color}{color=#521E1E} {color=#24ADAD}心情{/color}[LZGxq]{/color}{/size}","","","",""
"gui/button/BMBT_LYY_hover.png","","","",""
"gui/button/BMBT_LYY_buzai.png","","","",""
"gui/button/BMBT_LYY_%s.png","","","",""
"think","","","",""
"heng","","","",""
"sad","","","",""
"{size=-15}{color=#521E1E}黎一一{/color}{image=reddot}{/size}","","","",""
"{size=-15}{color=#521E1E}黎一一{/color}{/size}","","","",""
"{size=-15}{color=#521E1E}{color=#BE3434}才艺{/color}[LYYcy]{/color}{color=#521E1E} {color=#24ADAD}心情{/color}[LYYxq]{/color}{/size}","","","",""
"gui/button/BMBT_LSS_hover.png","","","",""
"gui/button/BMBT_LSS_buzai.png","","","",""
"gui/button/BMBT_LSS_%s.png","","","",""
"smile","","","",""
"wunai","","","",""
"{size=-15}{color=#521E1E}黎双双{/color}{image=reddot}{/size}","","","",""
"{size=-15}{color=#521E1E}黎双双{/color}{/size}","","","",""
"{size=-15}{color=#521E1E}{color=#BE3434}才艺{/color}[LSScy]{/color}{color=#521E1E} {color=#24ADAD}心情{/color}[LSSxq]{/color}{/size}","","","",""
"gui/button/BMBT_NX_hover.png","","","",""
"gui/button/BMBT_NX_buzai.png","","","",""
"gui/button/BMBT_NX_%s.png","","","",""
"buxie","","","",""
"ganga","","","",""
"listen","","","",""
"{size=-15}{color=#521E1E}聂香{/color}{image=reddot}{/size}","","","",""
"{size=-15}{color=#521E1E}聂香{/color}{/size}","","","",""
"{size=-15}{color=#521E1E}{color=#BE3434}才艺{/color}[NXcy]{/color}{color=#521E1E} {color=#24ADAD}心情{/color}[NXxq]{/color}{/size}","","","",""
"gui/button/BMBT_XY_hover.png","","","",""
"gui/button/BMBT_XY_%s.png","","","",""
"{size=-15}{color=#521E1E}夕芸{/color}{image=reddot}{/size}","","","",""
"{size=-15}{color=#521E1E}夕芸{/color}{/size}","","","",""
"{size=-15}{color=#521E1E}{color=#BE3434}才艺{/color}[XYcy]{/color}{color=#521E1E} {color=#24ADAD}心情{/color}[XYxq]{/color}{/size}","","","",""
"gui/button/BMBT_WFR_hover.png","","","",""
"gui/button/BMBT_WFR_buzai.png","","","",""
"gui/button/BMBT_WFR_%s.png","","","",""
"{size=-15}{color=#521E1E}吴氏{/color}{image=reddot}{/size}","","","",""
"{size=-15}{color=#521E1E}吴氏{/color}{/size}","","","",""
"{size=-15}{color=#521E1E}{color=#BE3434}才艺{/color}[WFRcy]{/color}{color=#521E1E} {color=#24ADAD}心情{/color}[WFRxq]{/color}{/size}","","","",""
"QME1","","","",""
"QME2","","","",""
"gui/button/BMBT_","","","",""
"_hover.png","","","",""
"gui/button/BMBT_QME","","","",""
"_buzai.png","","","",""
"_%s.png","","","",""
"juexin","","","",""
"aware","","","",""
"{size=-15}{color=#521E1E}秦嫫儿{/color}{image=reddot}{/size}","","","",""
"{size=-15}{color=#521E1E}秦嫫儿{/color}{/size}","","","",""
"{size=-15}{color=#521E1E}{color=#BE3434}才艺{/color}[QMEcy]{/color}{color=#521E1E} {color=#24ADAD}心情{/color}[QMExq]{/color}{/size}","","","",""
"gui/button/BMBT_JJ_hover.png","","","",""
"雎鸠","","","",""
"gui/button/BMBT_JJ_buzai.png","","","",""
"gui/button/BMBT_JJ_%s.png","","","",""
"laugh","","","",""
"mad","","","",""
"{size=-15}{color=#521E1E}雎鸠{/color}{image=reddot}{/size}","","","",""
"{size=-15}{color=#521E1E}雎鸠{/color}{/size}","","","",""
"{size=-15}{color=#521E1E}{color=#BE3434}才艺{/color}[JJcy]{/color}{color=#521E1E} {color=#24ADAD}心情{/color}[JJxq]{/color}{/size}","","","",""
"gui/button/BMBT_RWQ_hover.png","","","",""
"gui/button/BMBT_RWQ_buzai.png","","","",""
"gui/button/BMBT_RWQ_%s.png","","","",""
"{size=-15}{color=#521E1E}任无晴{/color}{image=reddot}{/size}","","","",""
"{size=-15}{color=#521E1E}任无晴{/color}{/size}","","","",""
"{size=-15}{color=#521E1E}{color=#BE3434}才艺{/color}[RWQcy]{/color}{color=#521E1E} {color=#24ADAD}心情{/color}[RWQxq]{/color}{/size}","","","",""
"gui/button/BMBT_YL_hover.png","","","",""
"gui/button/BMBT_YL_buzai.png","","","",""
"gui/button/BMBT_YL_%s.png","","","",""
"{size=-15}{color=#521E1E}玉漏{/color}{image=reddot}{/size}","","","",""
"{size=-15}{color=#521E1E}玉漏{/color}{/size}","","","",""
"{size=-15}{color=#521E1E}{color=#BE3434}才艺{/color}[YLcy]{/color}{color=#521E1E} {color=#24ADAD}心情{/color}[YLxq]{/color}{/size}","","","",""
"gui/button/BMBT_HC_hover.png","","","",""
"gui/button/BMBT_HC_buzai.png","","","",""
"gui/button/BMBT_HC_%s.png","","","",""
"{size=-15}{color=#521E1E}黄婵{/color}{image=reddot}{/size}","","","",""
"{size=-15}{color=#521E1E}黄婵{/color}{/size}","","","",""
"{size=-15}{color=#521E1E}{color=#BE3434}才艺{/color}[HCcy]{/color}{color=#521E1E} {color=#24ADAD}心情{/color}[HCxq]{/color}{/size}","","","",""
"gui/button/BMBT_SYH_hover.png","","","",""
"gui/button/BMBT_SYH_buzai.png","","","",""
"gui/button/BMBT_SYH_%s.png","","","",""
"{size=-15}{color=#521E1E}十月花{/color}{image=reddot}{/size}","","","",""
"{size=-15}{color=#521E1E}十月花{/color}{/size}","","","",""
"{size=-15}{color=#521E1E}{color=#BE3434}才艺{/color}[SYHcy]{/color}{color=#521E1E} {color=#24ADAD}心情{/color}[SYHxq]{/color}{/size}","","","",""
"gui/button/BMBT_GXZ_hover.png","","","",""
"gui/button/BMBT_GXZ_buzai.png","","","",""
"gui/button/BMBT_GXZ_%s.png","","","",""
"talk","","","",""
"{size=-15}{color=#521E1E}关仙子{/color}{image=reddot}{/size}","","","",""
"{size=-15}{color=#521E1E}关仙子{/color}{/size}","","","",""
"{size=-15}{color=#521E1E}{color=#BE3434}才艺{/color}[GXZcy]{/color}{color=#521E1E} {color=#24ADAD}心情{/color}[GXZxq]{/color}{/size}","","","",""
"WTred","","","",""
"weituo","","","",""
"help_weituo","","","",""
"gui/button/BT_weituo_%s.png","","","",""
"dijiuge","","","",""
"dishige","","","",""
"enterweituo","","","",""
