"Original Text","Initial","Machine translation","Better translation","Best translation"
"se/pourwater.ogg","","","",""
"——客人一号不小心撞到了桌子，桌子上的酒坛立马翻了个儿，酒水洒了一地。","","","",""
"哎呀！","","","",""
"这，没事没事。","","","",""
"【向秦嫫儿招手】哎，那边那个！我这边酒水洒了，帮忙擦一下。","","","",""
"【狐疑地看着他们】可是你们还在聊天。","","","",""
"额，这有什么关系吗？","","","",""
"职责所在，我不能打扰你们聊天。","","","",""
"我晕，没事的，不会的，不会的。","","","",""
"不不，我没事！你们聊吧，你们聊完我再擦！","","","",""
"？？？","","","",""
"不不不，你现在就来擦！","","","",""
"不行，我万万不敢坏了客官们的兴致！","","","",""
"快来！","","","",""
"不行。","","","",""
"真没事！","","","",""
"我不！","","","",""
"不行啊！客人们能够拥有良好体验才是最重要的。","","","",""
"你们先聊！我熬夜收拾也在所不惜！","","","",""
"【就差使出降龙一百八十掌了】","","","",""
"大姐，我求你赶紧把这儿擦了！！","","","",""
"【向秦嫫儿招手】这边添一下花生米。","","","",""
"喔，知道了！","","","",""
"我马上去。","","","",""
"【端着花生米过来】","","","",""
"【放下花生米】您的花生米。","","","",""
"好，谢——","","","",""
"——【已经飞奔逃离现场】","","","",""
"【闻了闻自己衣服】（难道我很臭吗？）","","","",""
"music/richang.ogg","HEY I'M CADENZA AND THIS IS A TEST","","",""
"【嘴里哼着跑调的小曲，快速扫着大堂每一处角落】","","","",""
"【刚好下楼】——","","","",""
"——【细若蚊语地招呼道】[xing]大哥！","","","",""
"【颔首】","","","",""
"（她今日心情似乎很好。）","","","",""
"（想想她来风信楼也有些年月了，我却很少有去了解她的想法。）","","","",""
"【走向秦嫫儿】可是遇上什么开心事了？","","","",""
"我昨晚梦到我回田宅了，那简直就是个大噩梦！","","","",""
"睁开眼睛后，我发现我还在风信楼，那一刻我简直就是世界上最幸福的人！","","","",""
"[xing]大哥你知道不，我在田宅的时候成天被人欺负，可风信楼里的人都对我特别友善，我再也没有想过要去死了！","","","",""
"你来风信楼也有一段时间了，一切可还适应？","","","",""
"【立马道】非常好！特别好！不是一般好！","","","",""
"我在田宅的时候成天被人欺负，我做梦都想不到风信楼里的人会对我这么友善，我再也没有想过要去死了！","","","",""
"尤其是玉姐，她就跟素绒花袄一样暖！","","","",""
"玉漏牺牲","","","",""
"【眼中忽然起了雾气】（可是我再也没法见到她了...）","","","",""
"玉漏","","","",""
"【眼中忽然起了雾气】（可是她进宫了，我俩也不知道啥时候才能再见到...）","","","",""
"【听她提及玉漏，一时不知如何回话】......","","","",""
"【察觉到气氛异养】那[xing]大哥你先忙，我出去一趟哈！","","","",""
"【点头，没有追问】去吧。","","","",""
"se/run1.ogg","","","",""
"【将扫帚靠在墙边，快速踏出大门】","","","",""
"【摸了摸腰间装着月钱的瘪钱袋】","","","",""
"（去给玉姐买点纸钱吧，天上那么冷，也不知道有没有卖袄子的地方...）","","","",""
"（去买点香到庙里烧了吧...菩萨，你可一定要保佑我玉姐啊！）","","","",""
"那就好。","","","",""
"不过......","","","",""
"嗯？","","","",""
"伙食如果能够再多一点就好了！","","","",""
"se/hungry.ogg","","","",""
"【肚子很配合地叫了一声】","","","",""
"【送些小吃给她】","","","",""
"送小吃","","","",""
"（送什么好？）","","","",""
"【糯米丸子x2】","","","",""
"{color=#ff0000}失去 糯米丸子x2{/color}","","","",""
"【鸳鸯卷x2】","","","",""
"{color=#ff0000}失去 鸳鸯卷x2{/color}","","","",""
"【枣泥糕x2】","","","",""
"{color=#ff0000}失去 枣泥糕x2{/color}","","","",""
"【蜜饯桂圆x2】","","","",""
"{color=#ff0000}失去 蜜饯桂圆x2{/color}","","","",""
"【随便拿点楼里的花生米】","","","",""
"se/haogan.ogg","","","",""
"【忐忑】......","","","",""
"怎么了？","","","",""
"【坦白道】我今天已经吃了六盘花生米了，难道楼里的花生米可以无限吃吗？","","","",""
"随意。","","","",""
"不会扣月钱吗？","","","",""
"不会。","","","",""
"【立马接过你手上的花生米】谢谢[xing]大哥！","","","",""
"【睁大眼睛】（我没看错吧？是糯米小丸子！！）","","","",""
"[xing]大哥，你是咋知道糯米小丸子是我的一生挚爱的？","","","",""
"【睁大眼睛】[xing]大哥，你是菩萨下凡吗！","","","",""
"不过说，你买这个的钱真的没有算在我月钱里吗？","","","",""
"没——","","","",""
"——【立马接过，开始吃】谢谢[xing]大哥！","","","",""
"【点评道】食量惊人。","","","",""
"不送","","","",""
"唉，确实有一点。","","","",""
"以前在田宅，他们都少给我一半的月钱，就是因为我吃得多！","","","",""
"少吃些也好，在饮食方面你是该节制节制了。","","","",""
"害，我尽量吧。","","","",""
"se/increase.ogg","","","",""
"【秦嫫儿魅力】{color=#9DD1FF}额外↑6{/color}","","","",""
"music/woxihuan.ogg","","","",""
"田宅管事","","","",""
"【发放月钱中】下一个，小俊。","","","",""
"小俊","","","",""
"【领了钱袋】谢谢管事！","","","",""
"【翻看账簿】下一个，秦嫫儿。","","","",""
"【连忙跑上前】诶，我在！","","","",""
"【往她手里放了些散钱】","","","",""
"【站起来】好了，每个人都领到了吧？散了散了。","","","",""
"...等等！","","","",""
"众人","","","",""
"【纷纷回头】","","","",""
"我能问一下为啥我连钱袋都没有吗？这几个钱，没我以前给的多啊。是不是发错了？","","","",""
"【横了她一眼】没发错，就是扣掉了一半的月钱。","","","",""
"【五雷轰顶】为啥？！","","","",""
"夫人上次在厨房看见你偷吃剩饭，说你伙食量比别人都大，所以扣了你一半的月钱抵销。","","","",""
"这不合理啊，每个人的伙食都是一样的量，我只是把剩菜承包了而已！","","","",""
"你是在质疑夫人的决断吗？剩饭还能拿去喂猪呢，你吃了你还有理了？","","","",""
"可是咱们田宅也没养猪啊...再说了，以前的剩菜不都倒掉了吗——","","","",""
"——谁告诉你田宅没养猪的？","","","",""
"【震惊】啊？啥时候开始养的猪啊，我咋从来没见过？","","","",""
"【在一旁“小声”地道】从你进门开始养的啊！","","","",""
"丫鬟们","","","",""
"【哄堂大笑】俊哥说得对！","","","",""
".........","","","",""
"【跟着笑了几声，转向秦嫫儿】我好心提醒你一句，别去老爷夫人和少爷们面前诉苦。二少爷之前嘱咐过我，让我看好你，绝对不允许你再次出现在他面前，听懂了吗？","","","",""
"哦，知道了。","","","",""
"众家仆","","","",""
"【一起唱着小曲儿出门】田宅有嫫儿，肿脸还坏事儿~一朝少爷前，吓得翻了个儿~","","","",""
"【独自缩在角落里，抱着碗吃厨房的剩饭】（既然月钱都扣了，那还不如多吃一点儿......）","","","",""
"（害，往好处想，至少以后吃饭咱都不用偷偷摸摸了，可以光明正大地吃，毕竟我可是付了钱的啊！）","","","",""
"se/book.ogg","","","",""
"【想开后，捡起地上的一本武侠小说】（上次看到哪一章了？）","","","",""
"music/huaijiudeqifen.ogg","","","",""
"se/flip.ogg","","","",""
"【坐在屋檐的阴影下读着书】","","","",""
"se/blmcgq.ogg","","","",""
"【听见不远处传来的脚步声，立马躲到了门后面】","","","",""
"se/walk.ogg","","","",""
"王府丫鬟","","","",""
"【拿着扫帚走过，对身边的小厮道】刚才是不是有个人坐在这里？","","","",""
"王府小厮","","","",""
"【东张西望】好像是王爷带回来的那个男孩儿，他看到我们过来就跑了。","","","",""
"就是毁了容的那个？自他来王府后我都没仔细瞧过他，许是他怕被人看见，故意躲着我们走吧。","","","",""
"【点点头】他才比我们小几岁而已，真是个可怜人...","","","",""
"【眼中充满怜悯】我原本觉得自己小时候很是可怜，现在想想，跟他的情况比起来，我们能来王府做事、吃饱穿暖，不至于饿死街头，已经算非常幸运了！","","","",""
"【待他们走远才从门后出来，神情黯淡】","","","",""
"【在台阶下目睹一切，回想起往日的场景】（[xing][ming]总是绕着人走，变得越发内向，这样下去也不是办法...）","","","",""
"（...他不愿意别人因容貌而怜悯他，不如就替他将那部分遮上吧。）","","","",""
"于是容都王下令让人打造了一张银色半脸面具，面具打造好之后，他叫来了年幼敏感的你。","","","",""
"【亲手为你戴上面具】","","","",""
"【碰了碰面具，终于感到一丝安心】","","","",""
"多谢王爷——","","","",""
"——呜呜呜啊啊啊！！","","","",""
"【身子一僵，猛地从回忆中脱身】","","","",""
"【片刻才反应过来】（又是秦嫫儿...）","","","",""
"【一出门就被撞得后退三步，下意识护住鼻梁】","","","",""
"se/chess.ogg","","","",""
"【没有意识到撞到了人，哭着飞奔下楼，手中花生米撒了一楼梯】","","","",""
"二楼客人们","","","",""
"【一脸懵】？？？","","","",""
"se/move2.ogg","","","",""
"music/wodemengxiang.ogg","","","",""
"【走进秦嫫儿的房间】","","","",""
"【抬头看你】[xing]、[xing]大哥！你怎么来了？","","","",""
"隔壁酒楼都能听到你的哭声了，我能不来吗？","","","",""
"【抹泪】我，我错了！[xing]大哥你别生气！","","","",""
"发生什么了？","","","",""
"【又大哭起来】我端茶的时候不小心把面纱弄掉了！对面的两个客人看到我吓得把嘴里的花生米都喷出来了！","","","",""
"【上气不接下气】我为啥这么惨！我也不想长这样啊！顶着香肠嘴吃个饭都不利索！","","","",""
"【听她这么说，忽然觉得脸上的面具有些硌得慌】（我们两个倒是同病相怜。）","","","",""
"虽是不幸，但我们还是要正常地生活下去。","","","",""
"我们","","","",""
"【捕捉到“我们”二字，再看看你的面具，心中一惊】（[xing]大哥连睡觉都戴着面具肯定不是为了装神秘——）","","","",""
"——【脑补了一下你面具遮掩部分下的脸】（难道说，他也？！）","","","",""
"（大事不妙，我肯定是不小心揭了他的伤疤，让[xing]大哥伤心了！）","","","",""
"【话头一转，开始反过来安慰你】其实仔细想想啊，每个人都有自己要忙的事儿，也不会整天盯着咱们的脸看不是？","","","",""
"就算被人盯着，咱也不该过于在意！外貌不是一个人的全部，管别人的眼光干啥？不应放在心上，不该放在心上。","","","",""
"【听着秦嫫儿一口气说了那么多，忍不住一笑】这些道理你倒是很明白。","","","",""
"【摆手】害，可不是嘛？","","","",""
"我刚才也就是突然想大哭一场，随便给自己找了个哭的理由而已！他们喷多少花生米都是他们付钱，我有啥可心疼的！","","","",""
"se/blmcz.ogg","","","",""
"【从榻上跳起，干劲十足】[xing]大哥你赶紧忙你的大事去吧，我先去把楼上给收拾了，免得客人踩到地上的东西摔倒讹咱们钱！","","","",""
"【看着秦嫫儿跑出门，方才一闪而过的酸楚荡然无存】","","","",""
"【看着秦嫫儿跑出门，胸中酸楚荡然无存】","","","",""
"【想到自己毁掉的脸，感到不舒服，不愿再聊此话题】","","","",""
"不舒服","","","",""
"【语气不似往日般友善】你过度关注自己，就会以为别人也一样，其实倒未必。","","","",""
"【语气冷了冷】你过度关注自己，就会以为别人也一样，其实倒未必。","","","",""
"【茫然】啥意思？","","","",""
"【想到自己的脸，自嘲一笑】（开导别人倒是容易。）","","","",""
"【没有回复她，转身出了门】下次若再有这样打扰客人的事情发生，薪水减半。","","","",""
"！！！","","","",""
"【跑出门找扫帚】（先去把楼梯上的花生米给扫了！）","","","",""
"music/223-fengxinzi.ogg","","","",""
"夫人","","","",""
"【默默走进风信楼，找了个空处坐下】","","","",""
"丫鬟","","","",""
"【观摩来人】（这位夫人戴着面纱，无从得知是哪位贵客，不过既然是来青楼的女人，那一定...）","","","",""
"栗子糕","","","",""
"【左右张望】（嫫儿不在楼下，栗子又出门了。）","","","",""
"【只得硬着头皮上前招待】这位夫人——","","","",""
"【左右张望，见秦嫫儿不在楼下，只得走上前招待】这位夫人——","","","",""
"se/money.ogg","","","",""
"——【在丫鬟说完话前，将手中的钱塞进她的手里】","","","",""
"【惊喜之余不禁感叹】（这位夫人的穿着怎么看也是富贵人家，怎么双手比楼里常年做重活的嬷嬷还要粗糙？）","","","",""
"【给完钱后迅速将手收回，轻声问道】我听说秦嫫儿在你们楼里。","","","",""
"（原来是来打听人的。）","","","",""
"【将钱小心翼翼地收好，准备有问必答】是，她来我们楼里有几年了。","","","",""
"【又拿出些钱】她在你们楼里做些什么事情？","","","",""
"其他丫鬟小厮","","","",""
"【不可思议】（回答一次给一次钱...还有这等好事？！）","","","",""
"楼里闲着的下人们见夫人那里有钱拿，且问的问题大多是关于秦嫫儿的琐事，都争先恐后地上前回答。","","","",""
"【在楼上观望，听着身边的如日复述田夫人问的问题】......","","","",""
"小厮","","","",""
"秦嫫儿的薪水？我之前偷看了账本，每个月大概有[QMExs]金钱吧！","","","",""
"【脸色不太好看】（这么少...）","","","",""
"小桃","","","",""
"她和大家关系都很好呀，不过和我家姑娘关系最好~","","","",""
"唔，她跟大家关系都不错，相处得很融洽！尤其是和玉漏姑娘特别好！","","","",""
"唔，她跟大家关系都不错！相处得很融洽。","","","",""
"（虽然这个客人有意掩饰，但还是能从话里话外听出她对秦嫫儿的关切之情。）","","","",""
"【决定下楼会一会这个人】","","","",""
"【走到夫人面前】这位夫人，我听丫鬟说你对我们楼里的嫫儿很是关心...","","","",""
"【走到夫人面前】这位夫人，我听丫鬟说你对我们楼里的老鸨秦嫫儿很是关心...","","","",""
"下人们","","","",""
"【见你来了便一哄而散，各忙各的去了】","","","",""
"她在我们楼里一切都好，不知道这位夫人还想知道什么？","","","",""
"（这就是风信楼的主人吧。）","","","",""
"【想起你给秦嫫儿的薪水，似乎不愿与你多聊】不用了，我想知道的她们都与我说了。","","","",""
"【想起下人嘴中你对秦嫫儿的态度，似乎不愿与你多聊】不用了，我想知道的她们都与我说了。","","","",""
"【站起身后抚平裙子】多谢老板美意，就不多打扰了。","","","",""
"不愿多说丫鬟眯钱","","","",""
"夫人离开前又叫了个丫鬟过去，交代数句，并给了她一个妆盒。至于那妆盒的后续，你就无从得知了。","","","",""
"【轻微摇了摇头】不用了，我想知道的她们都与我说了，多谢你对嫫...小秦的照顾。","","","",""
"【颔首】这都是应该的，她杂活干得很不错，当老鸨也很敬业。","","","",""
"【点点头】老板若能提醒她多注意饮食，不要暴饮暴食就更好了。","","","",""
"【失笑】好，我会的。","","","",""
"【静默许久后站起，从袖中拿出一个东西】那我就不多打扰了，烦请你将这个妆盒交给她。","","","",""
"se/chouti.ogg","","","",""
"【注意到夫人粗糙的双手，微顿后接过妆盒】一定带到。","","","",""
"se/bird.ogg","","","",""
"【捧着妆盒，一脸不可思议】给我的？","","","",""
"[xing]大哥咋突然想起送我这个？我，我也用不到啊。","","","",""
"【摇摇头】是一位夫人托我交于你的。","","","",""
"...夫人？","","","",""
"【点点头】应是田宅的田夫人。","","","",""
"我确实也就只认识这一个夫人...不过她咋会送我东西呢？","","","",""
"你先看看罢。","","","",""
"【就等着你这句话，快速打开妆盒一探究竟】","","","",""
"se/jing.ogg","","","",""
"妆盒里装的竟是几件一看就价值不菲的金银珠宝。","","","",""
"这、这......","","","",""
"你曾经说田家的人都对你不好...","","","",""
"获得田夫人的钱","","","",""
"【不断挠头，有些怀疑自己记忆力出现了问题】确实是这样...是这样吧？她该不会是送错人了吧...","","","",""
"【继续旁听】","","","",""
"不下楼丫鬟眯钱不喜","","","",""
"不下楼丫鬟眯钱","","","",""
"夫人又与丫鬟小厮们聊了一会儿，想知道的已经知道得差不多了，便起身离开了。","","","",""
"【转向如日】可知道那夫人的身份？","","","",""
"如日","","","",""
"【抱拳】是田宅老爷的续弦，田夫人，属下在调查秦嫫儿背景时见过她。","","","",""
"【若有所思】秦嫫儿曾经的主人...","","","",""
"se/cicada.ogg","","","",""
"【抱着妆盒上楼】（今早那夫人让我把这盒子交给嫫儿，结果忙到现在，累死啦！）","","","",""
"【听着盒子里晃动的声音，不禁好奇】（也不晓得这妆盒里装了甚么？）","","","",""
"【停下脚步，小心翼翼地打开怀中妆盒】","","","",""
"只见妆盒里装得竟是几件一看就价值不菲的金银珠宝。","","","",""
"【被晃得愣了许久，动了贼心】......","","","",""
"【迅速将妆盒合起，脚下转了个弯儿，跑回自己楼下屋里】","","","",""
"黎一一","","","",""
"该剧情需要黎一一在场，请等她回来再进行培养。","","","",""
"【将聂香带到客人面前】你好，这是我们这的聂香姑娘，啥曲子都会！","","","",""
"【昂起下巴】什么都会！","","","",""
"少侠","","","",""
"【点头】期待！","","","",""
"【打了个哈欠】","","","",""
"【抚琴的手一顿，脸色也是一变】（听本小姐的曲子竟敢打哈欠！）","","","",""
"【霍地站起】你什么意思？！","","","",""
"【惊恐万分，攥紧腰间佩剑】你、你干嘛？","","","",""
"【从大老远第一时间赶到现场，抢先一步回答】没，没干嘛！","","","",""
"【疯狂朝聂香使眼色】（聂大小姐，万一打起来咱得赔钱啊！）","","","",""
"【咬牙切齿】本小姐——","","","",""
"——【话音一转，恢复表情】不伺候了！","","","",""
"【抱着琴负气离去】","","","",""
"【赔笑】少侠，我再给您找一个。","","","",""
"行...行吧。","","","",""
"【行礼】双双见过少侠。","","","",""
"无","","","",""
"你这...你这啥也不会吧。","","","",""
"【抬手喊停】打住、打住！就这样吧，其实我不怎么想看舞。","","","",""
"【抬手喊停】打住、打住！就这样吧，其实我不怎么想听歌。","","","",""
"【抬手喊停】姑娘好字！不过不用再写了，我对这个没什么兴趣。","","","",""
"（咋这么难伺候？）","","","",""
"【思索】（他是不是跟别的客人反着来？）","","","",""
"【看向秦嫫儿】麻烦再给我换个人。","","","",""
"行，您稍等！","","","",""
"这个也不行。","","","",""
"【昏昏欲睡】（青楼有什么好的，甲大侠真会忽悠人...）","","","",""
"【朝黎一一抱拳】不好意思，我们实在没有共同话题！","","","",""
"【尴尬又不失礼貌地微笑】（哈...哈...哈...）","","","",""
"都换了多少人了，您咋还不满意？","","","",""
"可能青楼太无聊了！","","","",""
"这话可不能瞎说！你看，要不我来吧？","","","",""
"【不屑】你一点姿色也没有。","","","",""
"不止一个人跟我说过，长相不是一个人的全部！","","","",""
"可你看起来也没什么才。","","","",""
"给个机会呗。","","","",""
"行...行吧，我就再待一刻钟！","","","",""
"两个时辰后。","","","",""
"只见葵花宝典上写着“欲练神功，必先自宫”八字！
【秦嫫儿魅力】{color=#9DD1FF}额外↑6{/color}","","","",""
"【听得欲罢不能】然后呢，他练了没？！","","","",""
"你再催我我就不讲了！","","","",""
"【立马正色道】不催，不催，你继续！请！","","","",""
"【也搬了个板凳过来听】（听书可比听曲子有意思多了！）","","","",""
"自从秦嫫儿开发了说书业务，楼里就多了一些平常不来青楼的客人。{color=#ff0}每月收入+150{/color}","","","",""
"music/yinghuayun.ogg","","","",""
"【拍案站起】[xing]大哥，我决定了！我以后要写小说赚外快！","","","",""
"...写小说？","","","",""
"【见秦嫫儿如此激动，不免替她思索起可行性】（她说书很有一手，但二者确实无法相提并论......）","","","",""
"用闲暇时间写作是个好主意，重要的是你喜欢。","","","",""
"闲暇时间写作","","","",""
"必须喜欢啊！","","","",""
"我以前在田宅闲得没事的时候就读武侠小说，有余钱了还会去天桥下听说书高人说书！","","","",""
"【听到“读武侠小说”，心生疑问】说到读书我就有点好奇了，你认识的那些字都是谁教你的？","","","",""
"你好多字都不会写，这可不是一朝一夕能练成的。","","","",""
"不是一朝一夕能练成","","","",""
"【十分乐观】不会写可以画啊！有不会写的字没关系，我直接把它的意思画出来就行。","","","",""
"【一时好奇】如今就连那些条件不错的人们都已放弃读书，更别说是下人了...你认识的那些字都是谁教你的？","","","",""
"【回忆起往日的场景】我做丫鬟的时候，田夫人让我跟着账房做事，那时候认识了一点...","","","",""
"...她又偶尔让我跑书房去做些杂活，时间久了，有些字就这样认识了。","","","",""
"【想到田夫人曾来风信楼询问关于秦嫫儿的事情】我总觉得...她是有意帮你的。","","","",""
"啥？田夫人有意帮我？！","","","",""
"不不不，夫人对我可冷淡了，经常挑我的刺儿，还扣我月钱，大家都说夫人不喜欢我。","","","",""
"（不过夫人送的妆盒里的金银珠宝可比我这辈子的月钱都多了...她到底为啥这么做？）","","","",""
"其实老爷、少爷、丫鬟们、小厮们...呃，反正就是他们都不喜欢我！","","","",""
"【继续分析】按理说账房并不需要不识字的人，你在那里除了认字是不是也没做什么重要的事情？","","","",""
"这么一说，好像确实没啥用得着我的地方！","","","",""
"至于书房，这是个轻松的活，她让你来做倒不如说是照顾你。","","","",""
"【听完你的话有些震惊，但也很快就信了】[xing]大哥说的话总是这么有道理！","","","",""
"我一直以为她特讨厌我，没想到她居然对我这么好，还教我识字！","","","",""
"【心里暖暖的】原来在田宅还是有人关心我的嘛！嘿嘿，田夫人真是个好人！","","","",""
"那句话咋说来着？刀子嘴，土豆心！","","","",""
"【见她如此激动，忍不住敲了敲她的头让她安分一点，无奈地更正道】是“豆腐心”。","","","",""
"【恨铁不成钢】是“豆腐心”。","","","",""
"豆腐心，豆腐心。","","","",""
"【将多件事情联想到一起，心下不免开始猜测】（田夫人究竟为何会对她如此关心......）","","","",""
"武林高手","","","",""
"该路线的秦嫫儿的才艺剧情已结束。","","","",""
"给了","","","",""
"（秦嫫儿对容貌的执念太深，没办法全心投入到学习上。我在她身上花再多精力也是无用，还不如将时间放在别的事情上。）","","","",""
"需要点完秦嫫儿的武功剧情才能决定她可否继续练习才艺。","","","",""
"[xing]大哥的意思是我现在除了打杂，还能像其他人那样表演才艺、接待客人？","","","",""
"不错，但在此之前，我需要你改善举止和谈吐。","","","",""
"【挥袍坐下】那么，假装我是客人，我们试一试。","","","",""
"这有啥难的？","","","",""
"【笑盈盈地上前】哥，您喝点啥？嗑瓜子不？楼上有麻将包间——","","","",""
"——【立即打断她】停。我们没有麻将包间。","","","",""
"跟我念一遍：“客官，您想喝点什么呢？除了酒水，我们还有各式点心。风信楼的姑娘们精通四艺，歌舞俱佳...”","","","",""
"【点点头】哥...客官，您嗑点什么呢？要不要喝点瓜子？楼上有点心包间——","","","",""
"【扶了扶额头】是喝酒水，吃点心，楼上的是......算了，你别紧张，尽量用温柔的态度，好吗？","","","",""
"【又点点头，以几近诡异的语调说道】哥~您喝点啥~~，吃点心不~~~，楼上~楼上有~四艺~唱跳~~~","","","",""
"【听后站了起来】行，我看可以。","","","",""
"这么快就完事儿了？太好了，我就知道我行！","","","",""
"我这就去通知大家收拾收拾随身物品，因为你要这样服务客人，不出两个月我们就要倒闭了。","","","",""
"【先是惊讶后是内疚】对不起[xing]大哥。","","","",""
"【摇摇头】罢了，我们慢慢来吧。","","","",""
"music/184-kaixin.ogg","","","",""
"【坐在桌后，不断地揉捏眉心】......","","","",""
"你身前的桌子上整整齐齐地放着八盏见底的茶壶——这些都是秦嫫儿因练习“谈吐”口干舌燥喝光的。","","","",""
"【无比沮丧，瘫坐在你对面】（这说话的方式还没改成就已经去了七趟茅房了。）","","","",""
"[xing]大哥，茶没了，我再去——","","","",""
"——【抬手打断她】你已经足够努力了。","","","",""
"【双眼放光】[xing]大哥的意思是，不用练了？","","","",""
"【点点头，决定放过她也放过自己】与其吹毛求疵勉强你，倒不如发扬一下你的特长。","","","",""
