"Original Text","Initial","Machine translation","Better translation","Best translation"
"【收回手掌，挥袖就走】你大了，心性倒不如从前了，你给我去祠堂罚跪，不悔过就不要从祠堂里出来！","","","",""
"se/door.ogg","","","",""
"【不甘示弱，抢先关秋南一步离去】","","","",""
"【看着关仙子离去的背影，心中动摇】......","","","",""
"三个时辰后。","","","",""
"music/muguangzhicheng.ogg","","","",""
"朝阳升在祠堂的上方，朱红的门隔着外头的热烈和屋内的阴凉，像是走到了咫尺天涯的尽头。","","","",""
"【沉默地跪在列祖列宗的牌位前】","","","",""
"烈日灼心，她和很多人擦肩而过，那些人是她的族人，她跪在很多人面前，这些人是她的祖宗，一条路割裂了两代人。","","","",""
"（快要没有时间了...可是我不能接受这样的结果，陛下本就昏聩无能，若关家彻底与京中隔绝，他耳中便从此只剩下一种声音了。）","","","",""
"天早已放晴，估摸着官府官兵应该已经在来的路上了。","","","",""
"【仔细聆听府外的声音】（官兵应该快到关府了。）","","","",""
"se/iron.ogg","","","",""
"【抄起自己的剑】（这里是留不得了，我决不甘愿被流放。爹爹觉得我是叛逃关家也好，众人觉得我是畏罪潜逃也好，我都要离开这里。）","","","",""
"【想法愈发坚定】（既然无人与我同道，我便用自己手中的三尺长剑，除奸佞，清君侧。）","","","",""
"【施展轻功翻出关府院墙，孤身而去】（[ming]哥哥，若你看得到我，你会支持我的吧...）","","","",""
"【目睹关仙子远去后，方转身回屋】......","","","",""
"music/laocunfeng.ogg","","","",""
"【摸了摸桌案上的镜子和妆匣】","","","",""
"这些物品我都用不上，你帮我拿给其他人吧。","","","",""
"不急，她们需要时再说。","","","",""
"好。","","","",""
"那你先歇着，我去——","","","",""
"——[ming]哥哥，我想再和你聊一聊正事。","","","",""
"【观察她的表情】还有顾忌？","","","",""
"【点头】我也与王爷说了，我无法保证我能笼络到所有关家以前的势力。","","","",""
"你认为他们不会全部支持你？","","","",""
"是，因为我无法代表爹爹去说服他们，因为我不是关秋南，因为我坚持的道路与之大大相反。","","","",""
"[ming]哥哥应该知道，爹爹谨承父训，誓不背叛大岳和君主，但正因如此，才落得这么个下场。","","","",""
"我常说他“愚忠”，他其实心里也明白...","","","",""
"岳治不是一个好的人选，爹爹却始终固执己见，想要凭一己之力拯救一个无可救药的人，和一个已经烂到根子里的王朝。","","","",""
"在我的记忆中，伯父就是这样矢忠不二的人。没想到经过十数载的艰苦挫折，他还是丝毫未改变。","","","",""
"【叹了口气】是啊...","","","",""
"可想而知，即使容都王同样姓岳，爹爹也不会愿意扶他上位。","","","",""
"但王爷福国利民，辅佐他，既不负黎民百姓，也不负岳高祖。我想，这是我应尽的使命。","","","",""
"你我志同道合，共勉。","","","",""
"你我志同道合","","","",""
"反","","","",""
"se/haogan.ogg","","","",""
"【一笑】小时候阿娘就说我们是最佳搭档，如今你我并肩作战，定能战无不胜。","","","",""
"【知道自己只是在骗她，滋味复杂】（对不住，但我早已不是从前那个[xing][ming]了......）","","","",""
"你我志同道合骗","","","",""
"如果谋权之人不姓岳，你当如何？","","","",""
"【毫不犹豫】不可以。虽然我否认爹爹的做派，但关家历代忠于大岳，改朝换姓的事情，我不会做。","","","",""
"若岳姓之人皆昏庸无道，你也依然这般想吗？","","","",""
"昏聩无能","","","",""
"【一时矛盾】（也...不可以。那我想要的，究竟是什么？）","","","",""
"【见她不答，摇了摇头】（她生于关家，是关秋南的女儿，忠于岳朝对她而言已经是一种责任和规矩了。）","","","",""
"（看来，我们是注定要各走各路了。）","","","",""
"【暗自摇头】（这样的忠心难道就不算愚昧么？）","","","",""
"谋权之人不姓岳","","","",""
"[ming]哥哥为何突然问起这个？","","","",""
"【微微一笑】没什么，好奇而已。","","","",""
"【暗地里攥紧了拳头】（看来，我们是注定要各走各路了。）","","","",""
"输","","","",""
"最近风信楼都没有客人，无法触发该剧情。","","","",""
"music/223-fengxinzi.ogg","","","",""
"【坐在帐帘后，听着楼里人来人往】","","","",""
"（青楼向来人流复杂，来往三教九流皆有，确实是个探听情报的好地方。）","","","",""
"司农丞","","","",""
"【嘬着茶，唉声叹气】","","","",""
"属官","","","",""
"【又倒了杯茶】大人还是想些开心的事情吧...","","","",""
"关家流放，大司农又因病还乡，我怎么能开心得起来？","","","",""
"【压低声音】大人，这些话还是少说为妙...尤其是关家，千万不能提！万一让圣上听了去，罪名可就要落我们头上了......","","","",""
"【摇了摇头，喝茶浇愁似地一杯又一杯】都是迟早的事啊...","","","",""
"【在帘后听着二人的对话，心中百感交集】（司农大人因病还乡？）","","","",""
"（大司农与爹爹素来交好，关家一事之后，他心中定然伤痛，对岳治也是极为失望了吧。）","","","",""
"栗子糕","","","",""
"该剧情需要栗子糕在场，请等她回来再进行培养。","","","",""
"music/woxihuan.ogg","","","",""
"se/closedoor.ogg","","","",""
"【推开门，悄声道】姐姐。","","","",""
"se/place.ogg","","","",""
"【放下手中的毛笔】栗子姑娘。","","","",""
"【瞄向信纸上的字】（她眼睛看不见了却能写字，还写得如此工整，真是太令人佩服了！）","","","",""
"【听栗子糕不说话，问道】有什么事情吗？","","","",""
"哦对，是王爷那边又来人了，让我和你说一下下面的计划。","","","",""
"可是他们前天才刚来过，这会儿姐姐手头上的事情都还没忙完呢...王爷派给你的任务会不会太多了点？","","","",""
"不必担心，得此重用是我的荣幸，更何况我多做一些，[ming]哥哥就能少做一些。","","","",""
"（关姐姐和主人好像真有许多相似之处...）","","","",""
"【刚要开口】——","","","",""
"大嗓门客人","","","",""
"——【扯着嗓子】麻烦这边添壶茶！","","","",""
"唔......","","","",""
"【对关仙子道】关姐姐，今天客人多，我还是回头再跟你说吧。","","","",""
"好，你快去吧。","","","",""
"se/run1.ogg","","","",""
"【跑出帘帐】茶马上来！","","","",""
"【听着栗子糕繁忙的脚步，若有所思】（风信楼的姑娘们也是不容易，或许我能帮上她们一二。）","","","",""
"se/flip.ogg","","","",""
"【拾起纸张，沿着边缘摸了起来】（刚才写到哪里了......）","","","",""
"帷帽","","","",""
"music/wodemengxiang.ogg","","","",""
"se/book.ogg","","","",""
"【放下手中公务】[ming]哥哥，今天忙吗？
（是否赠送关仙子{color=#ff0000}【白纱帷帽】x1{/color}？）","","","",""
"【确认赠送】","","","",""
"赠送","","","",""
"这个给你。","","","",""
"【返回】","","","",""
"【站在关仙子的桌旁，低声念着容都王递来的信】“关仙子亲启.......”","","","",""
"【听完后，只思索半刻，便提笔给王爷回信】","","","",""
"【静静看着她的回信】（仙子对天下事洞若观火，却偏对自己不够了解。）","","","",""
"【边写边道】最近楼里的生意好像还不错。","","","",""
"【目光落到关仙子的字上】近些日子是越发忙了。","","","",""
"【拾起毛笔，在关仙子的字上添了一笔】这里少了一撇...嗯，不过，风信楼的事情大多是栗子在管，我没有什么压力。","","","",""
"【展颜】栗子糕是个能干的女孩子。","","","",""
"有人能替你分忧我就放心了。","","","",""
"【微微一笑】不必担忧。","","","",""
"那我想在空闲的时候，也为楼里尽一份力。不知[ming]哥哥意下如何？","","","",""
"【迟疑】（仙子身份特殊......）","","","",""
"我知道你的顾忌。但只要我时时戴着面纱，旁人便认不出我来。","","","",""
"【颔首】好罢。","","","",""
"是否赠送关仙子{color=#ff0000}【白纱帷帽】x1{/color}？","","","",""
"{color=#ff0000}失去 白纱帷帽x1{/color}","","","",""
"se/increase.ogg","","","",""
"【关仙子武功】{color=#9DD1FF}↑50{/color}
【关仙子魅力】{color=#9DD1FF}↑50{/color}","","","",""
"【戴上帷帽】","","","",""
"【替她调整了一下位置】这样刚好。","","","",""
"谢谢[ming]哥哥。","","","",""
"那么以后——","","","",""
"你就接待想{color=#9DD1FF}听曲{/color}的客人吧。","","","",""
"唱曲","","","",""
"好，就这样吧。","","","",""
"你就接待想{color=#9DD1FF}看舞{/color}的客人吧。","","","",""
"舞艺","","","",""
"你就陪客人{color=#9DD1FF}下棋{/color}吧。","","","",""
"棋艺","","","",""
"我会雇一个人当你的眼睛。","","","",""
"[ming]哥哥有心了。","","","",""
"你就接待对{color=#9DD1FF}书法{/color}感兴趣的客人吧。","","","",""
"书法","","","",""
"好，这正合我意。","","","",""
"你就接待对{color=#9DD1FF}绘画{/color}感兴趣的客人吧。","","","",""
"绘画","","","",""
"喜欢绘画的都是风雅人土，想必会十分有趣。","","","",""
"你就接待想{color=#9DD1FF}听琴{/color}的客人吧。","","","",""
"琴艺","","","",""
"好，我有一段时间没有摸琴了，如今手法都生疏了，正好可以练一练。","","","",""
"若有机会，我二人还可合奏一曲。","","","",""
"【关仙子获得技能】：{color=#f00}[GXZjn]{/color}","","","",""
"【站在你的书案前】[ming]哥哥，我准备去扶兴一趟。","","","",""
"（扶兴是关家起源之地，岳朝极为重要的一个粮仓，更是岳朝农业改良之根本...）","","","",""
"怎么突然要去扶兴？","","","",""
"我听说大司农因病还乡，这是个好机会。我想劝说大司农加入我们的救国计划，如果能成功，他会是一个强大的助力。","","","",""
"而且他与爹爹是生死之交，就算不同意也不会将我们出卖，我们不会有损失的。","","","",""
"【颔首】你说得不错，但大司农与关伯父是同乡，即使太后放他出京，也依然会留意他在扶兴的一举一动。","","","",""
"[ming]哥哥放心，我会避开他们的。","","","",""
"（她做事一向有分寸，应该不会出差错。）","","","",""
"既是如此，那你便去吧。","","","",""
"还有一事。","","","",""
"何事？","","","",""
"我现下有些拿不定主意，究竟该用哪种方式劝说他...[ming]哥哥认为，百姓之痛、官职不保、被搁置的农业计划，哪一个切入点更容易说动大司农呢？","","","",""
"百姓之痛。","","","",""
"百姓之痛","","","",""
"官职不保。","","","",""
"官职不保","","","",""
"被搁置的农业计划。","","","",""
"被搁置的","","","",""
"多谢[ming]哥哥，我心中有数了。","","","",""
"music/wanshangdemingxing.ogg","","","",""
"【背着行囊，止步于一片稻田前，深吸了一口气】","","","",""
"空气中散发的稻香令人沉迷。","","","",""
"大司农便住在这扶兴城郊处。他的住宅是一个由木栅栏随意围成的小院，里面只有三间极为简单的木屋。","","","",""
"身为岳朝农业重臣，大司农却未曾聘请一个仆人，连屋内用具都与寻常百姓一般无二。","","","",""
"se/knock.ogg","","","",""
"咚、咚、咚！","","","",""
"大司农","","","",""
"【听见敲门声，感到奇怪】（怎么来客了？）","","","",""
"【慢慢坐起】请进吧！","","","",""
"一只小巧的绣花鞋率先踏进屋内，进门的是一青衫女子，头戴白色帷幔斗笠。","","","",""
"se/blmcgq.ogg","","","",""
"【摘下帷帽】","","","",""
"se/jing.ogg","","","",""
"【眼中十分震惊，迟疑的张口】是...是仙子？","","","",""
"【作揖】司农大人，是我。","","","",""
"【急忙招手】快快带上门，躲过来。","","","",""
"se/opendoor.ogg","","","",""
"【合上门，缓步走到榻前】","","","",""
"你这孩子，都被朝廷通缉了，怎地还敢露脸呢？还走大门...","","","",""
"大人怕不怕受牵连？","","","",""
"【怔住】你......","","","",""
"【脸上浮现担忧之色】（她从小就行事稳重，此时冒风险在这个关头来找我，想必是有极为重要的事情要与我商讨...）","","","",""
"我与你父亲是世交，也是看着你长大的，你说呐？","","","",""
"【轻笑】患难见真情，多谢世伯。","","","",""
"【关切的询问】那到底是何事？","","","",""
"【直截了当地道】若是这天下之主不能以天下为先，那便换了如何？","","","",""
"【心头大震，面色却依旧如常】......","","","",""
"【目光灼灼】岳朝近些年百姓的生活您是看得一清二楚，岳治身为皇帝却不能让治下百姓安居乐业，实行暴政更是民不聊生。","","","",""
"【面露忧色】唉，我自是清楚，可是......","","","",""
"新皇我已追随许久，是个能为百姓做事，心中充满仁义之人。请世伯相信我。","","","",""
"我自然相信你。","","","",""
"朝中近些时候的变动，司农心中想必清楚，岳治现今将重要位置皆换成亲眷，您掌管民生之事，如此重要，现在虽说安稳但不久之后......","","","",""
"【脸色沉了下来】这我之前也想过。","","","",""
"您心中有底就好。","","","",""
"爹爹当年与您一同改善农业的技术现在可还在实行？","","","",""
"【面上有些难堪】在关兄被流放之后，这件事便搁置了。","","","",""
"我知道您希望我们岳朝的百姓吃饱穿暖，从此远离穷困，可是这朝堂中奸臣当道，连这般给百姓带来福泽的事情都无法推行，你觉得还应该坚持下去吗？","","","",""
"【轻叹一口气】","","","",""
"半个时辰后。","","","",""
"【躬身行礼】该说的我都已经讲完了。我在此处待得久了会给世伯带来麻烦，往后若有时间再来看您吧。","","","",""
"【点头】好。","","","",""
"【戴好帷帽，转身离去】","","","",""
"【陷入沉思】......","","","",""
"music/huaijiudeqifen.ogg","","","",""
"【把门开了个缝】[ming]哥哥？","","","",""
"【合上书卷】","","","",""
"这么晚了，你刚回来吗？","","","",""
"【摘下帷帽】嗯，我见完武选司郎中就去处理其他事情了。","","","",""
"【从袖子里拿出一个捧炉】对了，路上有人卖手炉，我想到[ming]哥哥从小体寒，手脚易凉，就买了一个回来。","","","",""
"那小贩说这手炉造型精美，用料上乘，能用上许久。","","","",""
"【望向手炉】","","","",""
"却见那个红铜手炉四处斑驳，外层的涂漆已经掉了大半，炉盖的镂空雕刻能看出它本来是“喜鹊登梅”的花纹，但是喜鹊的翅膀被磕掉一只，梅花也有些残缺。","","","",""
"（如此物件，本不该再次拿出来贩卖。）","","","",""
"这些人欺你盲，以后别再上当了。","","","",""
"欺你眼盲","","","",""
"【一愣】（上当...可是手炉破损了？）","","","",""
"【本来上扬的唇角绶缓落下，有些沮丧】（那卖家定是见我来回用手指触摸，眼中也并无聚焦，猜到了我是盲人，オ会拿劣品搪塞我。）","","","",""
"【叹了口气，心中慢慢释然】","","","",""
"从前在府内所有人都我待我极为亲善，只在下人口中听说外面人心险恶，却不曾经历过。","","","",""
"现今我也算是有了体会，谢谢你将事实告诉我。","","","",""
"善恶有报，随他去吧。","","","",""
"你如今面对欺侮也能不为所动，心境真是比以前还要成熟了。","","","",""
"【笑道】我早就长大了，[ming]哥哥也同样。","","","",""
"喜鹊登梅，真好看。","","","",""
"喜鹊登梅","","","",""
"【眼角弯弯，面上皆是喜悦】[ming]哥哥还记得小时候我们第一次见到喜鹊在梅花上的样子吗？那真是极有趣的。","","","",""
"只可惜再往后一年我就彻底失明了...","","","",""
"（这世界美好的事物还有太多太多，可她却再也没有机会见到。不过也好，这些丑恶的东西，她也同样无法看见了。）","","","",""
"【把手炉搁到你桌上】[ming]哥哥喜欢就好。待到天冷时，你要记得拿出来用。","","","",""
"【把手炉搁到你桌上】[ming]哥哥喜欢就好。最近天冷，你要记得用。","","","",""
"那我回去了，[ming]哥哥晚安。","","","",""
"【颔首】去吧。","","","",""
"【转身离去】","","","",""
"se/wind.ogg","","","",""
"【望着桌上的小捧炉】......","","","",""
"【望着合上的门窗】......","","","",""
"【决定暗中教训那个小贩】","","","",""
"教训小贩","","","",""
"十一","","","",""
"【手指敲了敲桌子】十二。","","","",""
"【手指敲了敲桌子】十一。","","","",""
"【推门而入】主人，你怎么知道我刚回来？","","","",""
"有件事要你去做。","","","",""
"主人尽管吩咐！","","","",""
"（罢了，只要仙子没有受到伤害就好。）","","","",""
"没受到伤害","","","",""
"（一个人的所作所为皆是出于所处的环境，若是他从心中未曾认定这件事是错的，就算这次受了教训，下次定然还是会这般处事。）","","","",""
"（举头三尺有神明，交给上天吧。）","","","",""
"music/richang.ogg","HEY I'M CADENZA AND THIS IS A TEST","","",""
"小贩","","","",""
"走过路过的都来看一下，上好的手炉，都是最新流行的款式。","","","",""
"一张褐色麻布铺在木板上，摆着堆造型各异的手炉，各种材质皆有。","","","",""
"只是有些品相还说得过去，有些就难以言语，本该不能再用的手炉也堂而皇之地混在其中。","","","",""
"妇人","","","",""
"【拿起一个喜鹊报春铜制手炉在掌中掂量】","","","",""
"【一会又挑了个竹叶环绕的样式】（这俩哪个好呢？）","","","",""
"大娘眼光这么好，一看就是出身富贵人家！","","","",""
"【听后心情大悦，摆出贵太太的模样】哟，还挺会看人~","","","",""
"【哈哈一笑，接着忽悠】你看中的这两个都是最新的款式，瞅瞅这喜鹊做的多像，就跟真的一样。","","","",""
"呵呵，我的眼光当然不会差！我两个都要咯，你给个价格~","","","",""
"【立马报了个高价】一共400钱！","","","",""
"se/bounce1.ogg","","","",""
"【脸“唰”的一白】（怎么这么贵？！这讹我钱呢？！）","","","",""
"然而，她实在拉不下脸，只好付了钱灰溜溜地离去。","","","",""
"【抛了抛手中金钱】（啧啧，又宰了一个！）","","","",""
"这时，一个手中拄着竹杖的盲人来到了摊子前。","","","",""
"“盲人”","","","",""
"可是卖手炉的？","","","",""
"【伸出手在面前人眼前晃】是的，您想要什么样的？","","","",""
"家中母亲冬日里操劳，便想买个手炉给她暖手。","","","",""
"【眼球一转】哎哟！您可真是个孝子啊！来我给你找个福禄双全的手炉。","","","",""
"多谢。","","","",""
"【装作逛街的样子贴了过来，在隔壁的摊子竖起耳朵听两人讲话，不时用眼角扫去】","","","",""
"【挑挑拣拣拿起一个破损的开口】来给你，这个是我手炉里造型最精致的一个，送你母亲最好。","","","",""
"【接过手炉面上含笑】摸起来确实不错。","","","",""
"【脸上笑容越加浓郁】自是不错，一共100金钱。","","","",""
"【摸索着从怀中拿出钱袋，正要给钱】——","","","",""
"——【抬脚走了过来】慢着，你这小子不老实啊。","","","",""
"（糟了，刚才的举动估计被这人看见了。）","","","",""
"【露出凶恶的表情】你谁啊，不买东西赶紧走！","","","",""
"【大声开口】大家都过来看看，这里有个黑心商贩专门坑人！","","","",""
"【又惊又怒】闭嘴，赶紧滚！","","","",""
"然而，爱凑热闹的路上行人听后立马围拢过来。","","","",""
"【指着小贩】这厮欺负客人是个瞎子就卖残次品，大家来评评理，这人心是不是太黑了。","","","",""
"路人一号","","","",""
"天天从这过，没看出来啊。","","","",""
"路人二号","","","",""
"我之前还在这儿买过手炉，没想到竟然是这样的人。","","","",""
"【见到围着的人越来越多】你血口喷人！我在这条街了这么久可没有人拿了我家的手炉还退还回来的。","","","",""
"【拉起“盲人”的手，将手炉呈现在众人面前】这个就是刚刚他准备卖的手炉，还说我是血口喷人吗？","","","",""
"【故作茫然】这个手炉怎么了？是坏的？","","","",""
"路人三号","","","",""
"都掉漆掉成这样了！","","","",""
"路人四号","","","",""
"这小贩心真黑啊。","","","",""
"【呆愣在那里，显得十分无辜】","","","",""
"【朝盲人使了个眼色】","","","",""
"【眼泪夺眶而出，大哭起来】这可是我的血汗钱啊！若是让我母亲知道我受这种欺负，她该多难过！","","","",""
"se/suifukua.ogg","","","",""
"路人五号","","","",""
"【见状勃然大怒，抬腿将摊子踢倒】这种黑心贩子不配在这条街上，把他赶走！","","","",""
"【上前帮忙】就是，盲人本就赚钱不易，还这么骗人。","","","",""
"群众","","","",""
"赶走他，赶走他。","","","",""
"【站在远处，看众人义愤填膺地将小贩的摊子砸得稀巴烂】","","","",""
"【微微一笑】","","","",""
"摊子被砸了？","","","",""
"【点点头】多行不义必自毙。","","","",""
"果然恶有恶报。但愿他经过此次教训以后能够改过自新，做一个善良的人。","","","",""
"music/zaoshanghao.ogg","","","",""
"【在石桌上摆放了一套茶具和新开封的茶叶】","","","",""
"【坐在关仙子对面，听栗子糕讲着最近新学到的泡茶技巧】","","","",""
"主人，这个是王爷送来的新茶，闻起来特别清香，听说要用专门的水泡制才可以哦。","","","",""
"【同意】定然如此，不然岂不是暴殄天物。","","","",""
"暴殄天物","","","",""
"【点点头】只是具体要怎么泡栗子也不太懂...","","","",""
"茶而已，何必这么麻烦。","","","",""
"何必这么麻烦","","","",""
"【挠挠头】其实我也不太懂...","","","",""
"se/wapian.ogg","","","",""
"【循着清香拿起茶叶，放在鼻下轻嗅】这是三月初的嫩芽。","","","",""
"【有些意外】仙子怎么知道？","","","",""
"【狡黠一笑】是多年前的事了，爹爹爱喝茶，我自然也是要懂。","","","",""
"【惊喜】那不如关姐姐试试？这般精细的玩意还是得会的人来。","","","",""
"好，我试一试吧。","","","",""
"【将茶具一一摆开】仙子开始吧。","","","",""
"【指尖从所有器皿上一一拂过】这是紫砂壶，这是茶滤...","","","",""
"公道杯，品茗杯......","","","",""
"工具颇为齐全。","","","",""
"se/pour.ogg","","","",""
"【开始泡茶】","","","",""
"【看着眼前女子行云流水的泡茶手法】","","","",""
"【张大嘴巴】原来茶道如此之美。","","","",""
"【将茶水倒进两盏品茗杯中】","","","",""
"【递给你和栗子糕一人一杯】献丑。","","","",""
"【接过茶杯，轻抿一口】好茶。","","","",""
"【也喝了一口】唔...和我泡的茶口感真的不同！","","","",""
"关姐姐太厉害啦！","","","",""
"【微微一笑】今日用的是井水，若是改用山泉水，亦或是初冬的第一场雪水，效果会更好一些。","","","",""
"井水便已足够。","","","",""
"[ming]哥哥喜欢就好。","","","",""
"茶水泡好之后，你只喝了半杯便出门办公了。","","","",""
"【见你兴致不高】看来主人对茶是真的没有兴趣...","","","",""
"既然如此，放着也是浪费，不如拿给楼里的姑娘们尝尝罢。","","","",""
"好！","","","",""
"黎双双","","","",""
"黎一一","","","",""
"聂香","","","",""
"任无晴","","","",""
"黄婵","","","",""
"十月花","","","",""
"吴氏","","","",""
"秦嫫儿","","","",""
"玉漏","","","",""
"雎鸠","","","",""
"手下们难得喝到这么高档的茶。
{color=#9DD1FF}【全员心情】↑10{/color}","","","",""
"【150金钱】既然如此，我差人打一些山泉水回来好了。","","","",""
"se/money.ogg","","","",""
"{color=#ff0000}金钱-150{/color}","","","",""
"已赊账{color=#ff0000}[temp]金钱{/color}。","","","",""
"【点点头】好。","","","",""
"经过关仙子的加工，白毫银针的味道被发挥到了极致。","","","",""
"se/success.ogg","","","",""
"{color=#9DFF9D}获得 白毫银针x3{/color}","","","",""
"【抬头观察天气】我有预感，不久后就要降雪了。","","","",""
"听风吹打窗户的声音，应该是如此。","","","",""
"【点点头】到时可以存些雪水。","","","",""
"两天后，外面果然飘起飞雪。栗子糕和关仙子用盆接了雪水泡茶——白毫银针的味道被发挥到了极致。","","","",""
"今儿一早，风信楼大门朝的方向搭起了个戏台，台下四处都围着路人，原是外地来的戏班子在卖艺。","","","",""
"中年戏子一","","","",""
"【摸着胡须唱道】不如我们两家结个秦晋之好？","","","",""
"中年戏子二","","","",""
"【右手牵着一个小女孩】择日不如撞日，今日交换信物是了——","","","",""
"【手下的抹布越来越慢，逐渐被带着喜悦的戏腔转移了注意力】","","","",""
"【瞥了眼窗外】哟，还有戏听？","","","",""
"【冲到窗口前，探头往门外看去】是啊，大家快看，街上来了个戏班子！","","","",""
"【冲到窗口前，探头往门外看去】大家快看，街上来了个戏班子！","","","",""
"【听黎一一这么说，立马抱着扫帚跑过去】今天唱的是啥戏？","","","",""
"【立马抱着扫帚跑过去】今天唱的是啥戏？","","","",""
"【笑着摇了摇头，继续擦洗大堂的桌椅】","","","",""
"小戏子一","","","",""
"【后退两步，做惊讶状】定下了终身大事？与何人？","","","",""
"【一甩袖子】郎骑竹马来，绕床弄青梅——","","","",""
"【坐在窗边，托腮听着外面的声音】","","","",""
"这偶尔的一句唱词儿，倒叫她心里一动。","","","",""
"一转眼工夫，台上已挂满了红色纱幔。","","","",""
"男角","","","",""
"【拿个了姿态，躬身施礼】妹妹，你怎么在这里？叫我好找。","","","",""
"女角","","","",""
"【也微微还礼】哥哥找我做甚？","","","",""
"【仍在念白，嗓音清亮悦耳】方才待得好好的，为何就走了？是不想见到我么？可是我哪里得罪了妹妹？","","","",""
"【娇羞又气恼】哥哥好生不讲道理，方才阿爹同伯父讲话，我怎好意思旁听？这一出来，如何又与待不待见你有了关系？","","","",""
"【意味深长地“啊”了一声，表情颇有深意】啊~我明白了！","","","",""
"【抖动袖子】他们谈话间提到你我儿时，这才记起你我娃娃亲定了多年，一转眼都长成了大人，妹妹可是不愿意了？","","","",""
"【粉面通红，伸手点了一下男角的额头】真是个榆木脑袋，若不愿意，我为何生气？我且问你，这门婚事当真作数，不会变么？","","","",""
"【顺势拉住对方的手，开始唱道】在天愿作比翼鸟，在地愿为连理枝——","","","",""
"【回头看向观众席，接着唱道】愿君心似我心，定不负相思意——","","","",""
"两人下台，一出戏结束，台下掌声响起。","","","",""
"这样阖家欢乐的情节真让人舒坦！","","","",""
"爹怎么就没给我定个娃娃亲呢？","","","",""
"【不屑】谁敢强行给我按个相公，我非得弄死他不可。","","","",""
"se/bird.ogg","","","",""
"【戳了戳黎一一的脑袋，不赞同地道】婚姻还是两情相悦的最好，儿时相识并不代表成年后就定会相爱，更别提指腹为婚了...","","","",""
"这种婚约在我看来，实在有些不妥当。","","","",""
"【心下赞同聂香】（婚姻还是两情相悦的最好，儿时相识并不代表成年后就定会相爱，更别提指腹为婚了...）","","","",""
"（这种婚约在我看来，实在有些不妥当。）","","","",""
