"Original Text","Initial","Machine translation","Better translation","Best translation"
"同乐。
才艺：[LSScy] 武功：[LSSwg] 魅力：[LSSwm]","","","",""
"我的就写“辞旧岁岁岁如意，迎新春春春快乐”好了！","","","",""
"栗子糕","","","",""
"【眯起眼睛】主人新春快乐！
才艺：[LZGcy] 武功：[LZGwg] 魅力：[LZGwm]","","","",""
"我这个咋样啊？“人开致富路，猪拱发财门”。","","","",""
"【送礼】不错。","","","",""
"我是这世界上最幸福的人！
才艺：[QMEcy] 武功：[QMEwg] 魅力：[QMEwm]","","","",""
"秦嫫儿","","","",""
"“喜鹊登枝喜盈门，春花烂漫大地春”。","","","",""
"吴氏","","","",""
"东家，新春快乐~
才艺：[WFRcy] 武功：[WFRwg] 魅力：[WFRwm]","","","",""
"“平安即是福，和乐便为春。”","","","",""
"同乐。
才艺：[RWQcy] 武功：[RWQwg] 魅力：[RWQwm]","","","",""
"任无晴","","","",""
"这句“白雪抚人片片醉，红梅舒枝点点春”我第一次看到的时候就特别喜欢。","","","",""
"公子~
才艺：[XYcy] 武功：[XYwg] 魅力：[XYwm]","","","",""
"夕芸","","","",""
"主人，你的呢？","","","",""
"【对事业的祝福】","","","",""
"【对百姓的祝福】","","","",""
"【对某个人的祝福】","","","",""
"（祝福......）","","","",""
"王爷","","","",""
"se/haogan.ogg","","","",""
"（万事如意。）","","","",""
"雎鸠","","","",""
"（事事顺利。）","","","",""
"（永远快乐。）","","","",""
"（平安喜乐。）","","","",""
"（早日成长。）","","","",""
"（保持童心。）","","","",""
"（锐不可当。）","","","",""
"（岁岁平安。）","","","",""
"（顺风顺水。）","","","",""
"（笑口常开。）","","","",""
"（阖家平安。）","","","",""
"关仙子","","","",""
"平安","","","",""
"（...你能平安就好。）","","","",""
"【返回】","","","",""
"【什么都不写】","","","",""
"恩公的字苍劲有力，双双佩服得紧。","","","",""
"是哎~真是羡慕！","","","",""
"怎么还没写啊...","","","",""
"【微微一笑】就这样吧。","","","",""
"是一场很成功的新年！","","","",""
"music/jijingdexingkong.ogg","","","",""
"【双手奉信】主人，王爷那边有新的任务了。","","","",""
"（关家如今刚被流放，朝廷内官职大动各势力重新洗牌，新任务估计八成与这件事有所牵扯。）","","","",""
"se/book.ogg","","","",""
"【接过信】去歇息吧。","","","",""
"是。","","","",""
"【默默退下】","","","",""
"se/flip.ogg","","","",""
"“京中和朝中许多义士私下拧成一股要给关家讨回公道，意图刺杀华玟，用他的血来洗刷冤屈。”","","","",""
"“下个月岳治派华玟离开皇城处理事物，守卫可能没有那么森严，他们一定会趁机对华玟下手。”","","","",""
"“对于王爷来说，华玟活着比死了用处大，你需派几个人暗中保住他的性命。”
——雎鸠书","","","",""
"（华玟这几年在堂上大放厥词不断给关家泼脏水，不时拿出子虚乌有的证据，促使岳治下令流放关家...）","","","",""
"（关家的拥护者无处泄愤，拿他开刀是意料之中的事情，王爷预料的应该没错。）","","","",""
"{color=#9DFF9D}【任务完成】{/color}2000金钱 手下武功+15 隐蔽-5~10
{color=#f00}【任务失败】{/color}没有金钱 手下武功+5 隐蔽-10","","","",""
"se/success.ogg","","","",""
"成功指派{color=#f00}[shashou]{/color}为本次任务杀手一号。","","","",""
"成功指派{color=#f00}[shashou2]{/color}为本次任务杀手二号。","","","",""
"请选择{color=#ff0000}两名{/color}手下前往任务。","","","",""
"se/chouti.ogg","","","",""
"【从抽屉里拿出一个香囊，对[shashou]和[shashou2]说】出发之前，带上这个。","","","",""
"这个香囊正是关仙子曾经送给你的生辰礼物，你——","","","",""
"一直把它放在柜子里，都生了灰。","","","",""
"生灰","","","",""
"时不时就将它拿出来看一看。","","","",""
"时不时","","","",""
"要把它交给谁？","","","",""
"【把香囊给栗子糕】","","","",""
"【把香囊给黎一一】","","","",""
"【把香囊给黎双双】","","","",""
"【把香囊给秦嫫儿】","","","",""
"【把香囊给吴氏】","","","",""
"【把香囊给任无晴】","","","",""
"【歪头】主人给栗子这个香囊是要栗子做什么吗？","","","",""
"【看着手里的香囊，挠挠头】恩公这是什么意思？","","","",""
"【接过香囊】恩公有何吩咐？","","","",""
"【满脸不解】[xing]大哥突然给我一个香囊是要干啥？","","","",""
"【看着香囊，噗嗤一笑】（这香囊的做工也太劣质了吧？）","","","",""
"东家给奴家这个是为何？","","","",""
"【皱了下眉】（这么丑的香囊也好意思拿出来...）","","","",""
"你这是何意？","","","",""
"你戴在身上。","","","",""
"[temp2]听话地将香囊挂于腰间。","","","",""
"【解释道】你们若在任务途中遇到一个盲眼女子前来刺杀华玟，千万不可恋战，只要发现自己不敌，便将这个香囊给她，或许能因此保住你们两个的性命。","","","",""
"【正色道】是，栗子记下了。","","","",""
"【闻言立马又检查了一下香囊】一一知道了！","","","",""
"原来是这样.....双双明白了。","","","",""
"【大吃一惊，看了眼腰间的香囊】（难道这香囊里有剧毒？可千万不能用手碰它！）","","","",""
"【敛了笑意】原来如此，奴家一定会将它妥善保管。","","","",""
"原来是这样。你放心，有我在我们俩不用这个也死不了。","","","",""
"【摇摇头】不要轻敌。","","","",""
"【又伸手摸了摸香囊】...行吧，我知道了。","","","",""
"【在一旁听着】（主人说的盲眼女子难道是关姑娘吗？）","","","",""
"【在一旁听着】（这个香囊居然有这么大的威力？）","","","",""
"【在一旁听着】（恩公口中的盲眼女子听上去武功高强，如果我们真的遇到了，必须得谨慎应对。）","","","",""
"【在一旁听着】（保命香囊？那可得好好护着。）","","","",""
"【在一旁听着】（一个破香囊，真的管用吗？）","","","",""
"【在一旁听着】（难道这香囊里有剧毒？）","","","",""
"【交代完剩下的事情，摆摆手】没有别的了，你们去吧。","","","",""
"【抱拳】是。","","","",""
"【行礼】是。","","","",""
"【抱拳】","","","",""
"走嘞！","","","",""
"[shashou]和[shashou2]转身出了门。","","","",""
"【揉了揉眉心】（华玟算是导致关家流放的主凶，这宦官在民间早已遭到百姓唾弃，但若说谁最想他死，当关仙子莫属。）","","","",""
"（此次华玟出京办事，一路定是险象环生。其他人来刺杀还好，但若是关仙子去了，我的两个手下可能就无法全身而退....但愿她能看在当年的情分上饶她们一命。）","","","",""
"se/rain.ogg","","","",""
"【抱着剑靠在二楼客栈的窗外】","","","",""
"（已经连续五天有人刺杀了...今晚也不能懈怠。）","","","",""
"【坐在二楼客栈的窗外】","","","",""
"【玩着手中暗器】（这华大人才出皇城五天便引来六七个刺客，真是没见过这么惨的。）","","","",""
"【拿着剑坐在二楼客栈的窗外】","","","",""
"【瑟瑟发抖】（好冷，好困！）","","","",""
"（这男人出来五天就被六七个人刺杀，估计今晚还得来人。）","","","",""
"烦死了，大半夜的还得守着。","","","",""
"【在客栈窗外抖个不停】（下雨天还让人在外面守着，太狠了！）","","","",""
"【坐在[shashou]身边】","","","",""
"（这男人出来五天被六七个人刺杀，估计今晚还得来人。）","","","",""
"【离[shashou]远远的】烦死了，大半夜的还得守着。","","","",""
"专心。","","","",""
"【瞥了眼黎双双，乖乖闭上了嘴】（既然都和好了，那就别跟她杠了。）","","","",""
"【横了一眼黎双双】啧。","","","",""
"【坐在[shashou]身边发抖】（下雨天还让人在外面守着，太狠了！）","","","",""
"大雨打在屋顶，噼里啪啦地作响，地上砸起一个个水花。","","","",""
"今夜的月亮似乎是被乌云挡住大半，有些朦胧的光透了出来，越发叫人头脑昏沉睡意横生。","","","",""
"music/banyueyelu.ogg","","","",""
"se/blmcgq.ogg","","","",""
"寂静的客栈中，轻微的跫音断断续续。","","","",""
"是不是有什么声音？","","","",""
"你听到声音了吗？","","","",""
"【四处张望】是不是有声音？","","","",""
"客栈里好像有动静。","","","",""
"你听到没？好像有人来了。","","","",""
"是我幻听了吗？","","","",""
"se/blood.ogg","","","",""
"music/longwu.ogg","","","",""
"突然，一声尖叫打破了宁静，接下来，兵器相接的声音和惨叫传了上来！","","","",""
"保护华大人！","","","",""
"快救华大人！","","","",""
"进屋！","","","",""
"走！","","","",""
"快抓刺客！","","","",""
"se/break.ogg","","","",""
"[shashou]和[shashou2]飞速起身，直接将华玟的窗户一脚踹开，跳了进去。","","","",""
"华玟","","","",""
"【脸色惨白】楼下什么情况！","","","",""
"惨叫声不断！剑划过血肉的声音也没有片刻停息！","","","",""
"华大人莫怕...我们会尽全力护您周全。","","","",""
"您别怕，我们会尽力保护您的...","","","",""
"（黎一一，你别怕啊，别怕...！）","","","",""
"【全身紧绷】","","","",""
"【静静等待】","","","",""
"（佛祖保佑，让我活过今晚啊！）","","","",""
"【紧张地握住剑】这是个高手...","","","",""
"【紧张地抓着暗器】...刺客走上来了。","","","",""
"【心跳飞速】刺客马上要上来了...","","","",""
"【握紧剑柄】来了...","","","",""
"【握紧匕首】越来越近了。","","","",""
"【害怕地握住剑】声音越来越近了！","","","",""
"正说着，一声惨叫在门外响起，一股鲜血飞溅到门窗上。","","","",""
"se/heartbeat.ogg","","","",""
"【似乎感觉血并不是打在门窗上而是在自己面上，心中震惊】","","","",""
"se/heavyfootstep.ogg","","","",""
"脚步声响起，一步一停，每次落脚好似都踩在屋内人的心口。","","","",""
"门上映出一个玲珑有致的女人剪影。","","","",""
"【手执长剑，缓缓走进房间】华玟，我来了。","","","",""
"【抖个不停】（关仙子，怎么会是关仙子！）","","","",""
"来人身上青色长裙依旧整洁干净，未曾有丝毫血迹，似乎一路走来并未受到阻碍，若不是手中的长剑不断地滴血，还以为外面发生的一切只是梦境。","","","",""
"女子心情颇好，唇角勾起一个微微的弧度。","","","",""
"【看着她空洞的眼睛，不寒而粟】","","","",""
"se/jing.ogg","","","",""
"【反应过来】（她就是恩公口中的盲眼女子！）","","","",""
"【反应过来】（她就是关姑娘！）","","","",""
"【反应过来】（她、她不就是恩公说的那个盲眼女子吗？）","","","",""
"【反应过来】（她就是东家嘴里的盲眼女子。）","","","",""
"【反应过来】（她就是[xing][ming]说的那个人。）","","","",""
"【反应过来】（她就是[xing]大哥说的女子！）","","","",""
"【微微侧耳】还有两个人？","","","",""
"很好......","","","",""
"se/chuqiao.ogg","","","",""
"“......都是走狗，死不足惜！”","","","",""
"se/suspense.ogg","","","",""
"se/explode2.ogg","","","",""
"music/yeyueliang.ogg","","","",""
"se/blmcz.ogg","","","",""
"【左手捂住右胸，感受到手下奔涌而出的血，脚下踉跄后退了三步】","","","",""
"【握剑的手轻轻颤】（竟然输了。）","","","",""
"【大喜】（原本还不放心这俩姑娘，结果比我那些废物护卫厉害多了！）","","","",""
"【对[shashou]和[shashou2]说道】快，快把这个女人给我杀了！","","","",""
"（恩公让我们......）","","","",""
"（主人让我们......）","","","",""
"（东家让我们......）","","","",""
"（[xing][ming]让我们......）","","","",""
"（[xing]大哥让我们......）","","","",""
"【放过关仙子】","","","",""
"【趁着二人迟疑间，强忍住身上的疼痛飞身跳出窗户】","","","",""
"【看到她跳窗后的背影，急得怒斥[shashou2]和[shashou]】你们怎么不追她？！","","","",""
"...刚才胜出只是侥幸罢了，要是再打下去，未必会赢。","","","",""
"大人您不知道，我们刚才胜出只是侥幸！要是再打下去，很有可能就...","","","",""
"【摇摇头】不能追不能追...万一她突然折回来了呢？","","","",""
"谁知道这是不是调虎离山计？最重要的还是大人的安全。","","","",""
"我们去追她，然后让她绕回来再杀你吗？","","","",""
"你咋知道那不是调虎离山计呢？我看像。","","","",""
"【一阵冷风吹过，后背一凉】好吧......","","","",""
"那你们今晚一个在门外，一个在窗外，都别睡觉。等明日报官官兵来了，再处理楼下的一切。","","","",""
"【杀死关仙子】","","","",""
"[shashou]与[shashou2]对视一眼，一起抬臂将手中的剑送了出去，锋利的剑刃双双穿过关仙子的身体。","","","",""
"剑从尸体中拔出，血溅了一地。","","","",""
"【倒地】","","","",""
"血泊中关仙子满脸哀痛，身体渐渐没了生息。","","","",""
"青梅竹马终究只是儿时往事，再多的情分也抵不过人心易变。","","","",""
"【嫌弃地躲开地上的血】","","","",""
"【捂住鼻子】你们俩个快把她给丢出去，然后擦干净这地上的血。","","","",""
"【杀死华玟，放过关仙子】","","","",""
"锋利的剑刃穿过的却是华玟的身体。","","","",""
"【不可置信地看着[shashou]和[shashou2]】....你们！","","","",""
"【摔在地上，眼中不甘久久未能褪去】","","","",""
"【听到华玟的质问声，心中升起疑惑】","","","",""
"se/jianding.ogg","","","",""
"【收剑】华玟已死，此地不宜久留，关姑娘快些离开吧。","","","",""
"【收剑】这个地方不安全，关姑娘还是赶紧离开吧！","","","",""
"【收剑】你是关姑娘吧？你的仇人死了，赶紧走吧。","","","",""
"【收剑】关姑娘大仇已报，趁天色晚赶紧走，等官兵来了就来不及了。","","","",""
"【收剑】你就是关仙子？赶紧走吧。","","","",""
"【收剑】关姑娘快跑吧，估计待会儿就要来人了！","","","",""
"你们是谁...为什么要这么做？","","","",""
"恩公说，如果遇到一个盲眼的姑娘前来寻仇，就放弃华玟让她报仇。","","","",""
"恩公？","","","",""
"【想到来时的嘱托，不再言语，示意她快走】","","","",""
"我们的主人说了，如果遇到一个盲眼的姑娘前来寻仇，就放弃华玟让她报仇。","","","",""
"主人？","","","",""
"他不让我告诉你。","","","",""
"恩公说如果遇到一个盲眼姑娘前来寻仇，就随她。","","","",""
"...这个我们不能告诉你。","","","",""
"我们的东家说了，如若遇到一个盲眼的姑娘前来寻仇，就随她。","","","",""
"东家？","","","",""
"【咯咯一笑】恕我无可奉告。","","","",""
"有人让我们帮你复仇，就这样，多余的不要再问了。","","","",""
"[xing]大——","","","",""
"——【赶紧改口】我，我大哥让我们一定要帮你报仇来着！其他的他不让我们说！","","","",""
"也罢。","","","",""
"...替我多谢他。","","","",""
"se/opendoor.ogg","","","",""
"【语罢，破窗而去】","","","",""
"music/wodemengxiang.ogg","","","",""
"【正在处理案卷】","","","",""
"【听到门外两个人的脚步声】进来吧。","","","",""
"【推开门】主人！","","","",""
"【行礼】恩公。","","","",""
"恩公，我们回来了！","","","",""
"【点头】东家。","","","",""
"【大摇大摆走进来】","","","",""
"[xing]大哥！","","","",""
"任务完成了？","","","",""
"我们已经按照恩公的吩咐将华玟杀了。","","","",""
"我们已经按照主人的吩咐将华玟杀了。","","","",""
"我们已经按照恩公的吩咐将华玟杀死了。","","","",""
"我们已经按照东家的意思把华玟杀了，没有留下任何把柄。","","","",""
"嗯，我们把华玟杀了。","","","",""
"是啊，我们把华玟杀死了！","","","",""
"【握笔的手一顿】...杀了？是遇到她了吗？","","","",""
"...是，关姑娘真的去刺杀华玟了。恩公之前说，若是遇到她，就舍了华玟。","","","",""
"【点点头】遇到关姑娘了！所以我们就按照主人说的，舍了华玟，助她复仇。","","","",""
"【点点头】青衣，盲眼，对吧？一定是她。恩公之前说如果遇到她就舍了华玟，帮助她复仇。","","","",""
"正是，东家料事如神，那位青衣盲眼的姑娘果然去刺杀姓华的了。于是我们就按照东家的叮嘱，舍了华玟，助她复仇。","","","",""
"你说的那个关仙子果然来了，我们便听你的话把华玟杀了。","","","",""
"对啊，[xing]大哥说过如果她来报仇，我们就让她报仇，所以我们帮她把华玟杀了。","","","",""
"【点头】路上的刺客不少，都被我们挡住了。华大人已经安全抵达目的地。","","","",""
"回主人，华大人已经安全抵达目的地啦！","","","",""
"【点点头】我们已经成功将华大人送到目的地了！","","","",""
"【点头】一路上来刺杀的都被我们解决了，华大人现在已经在目的地了。","","","",""
"【点头】华玟已经抵达目的地了。","","","",""
"【点头】华大人这会儿已经在目的地了！","","","",""
"做得很好。","","","",""
"【看向欲言又止的[shashou2]】还有什么事？","","","",""
"...关姑娘果真去刺杀华玟了。","","","",""
"【握笔的手一顿】","","","",""
"恩公之前说，若是遇到她，一定不要伤了她，所以我们编了个理由搪塞华大人，将她放走了。","","","",""
"我们将她处理了。","","","",""
"我们遇到关姑娘了...","","","",""
"不过主人放心，我们把她放走了！主人说的话我们不会不记得的！","","","",""
"我们把她杀了...","","","",""
"我们真的遇到了恩公说得那个青衣盲眼的姑娘了...","","","",""
"但是恩公说要是遇到那个姑娘一定不要伤害她，所以我们就把她给放了！","","","",""
"她已经死了。","","","",""
"东家料事如神，那位青衣盲眼的姑娘果然去刺杀华大人了。","","","",""
"【观察你的表情，咯咯一笑】东家放心好了，她人已经跑了，没伤着！","","","",""
"不过东家放心，我们已经将她处理掉了。","","","",""
"你说的那个关仙子果然来了。","","","",""
"放心，我们把她放了。","","","",""
"我们把她杀了。","","","",""
"[xing]大哥提到的那个关姑娘果然来刺杀华大人了。","","","",""
"但是我们记得你的叮嘱，把她给放走了！","","","",""
"我们没办法，只能把她杀了。","","","",""
"【出了会儿神】（这么多年了，你这强硬的性子一点也没变...）","","","",""
"【出了会儿神】（关仙子啊关仙子，别怪我狠心...但我已经不是当年的[xing][ming]了。）","","","",""
"好，我知道了。","","","",""
"办得不错，你们下去休息吧。","","","",""
"是！","","","",""
"终于能睡个好觉了！","","","",""
"是~","","","",""
"【离去】","","","",""
"诶，好的！","","","",""
"【行礼退下】","","","",""
"【开心地跑回屋】","","","",""
"【打着哈欠回屋】","","","",""
"se/fail.ogg","","","",""
"{color=#ff0000}【保护华玟】任务失败！{/color}","","","",""
"se/increase.ogg","","","",""
"{color=#9DD1FF}[shashou]、[shashou2] 武功↑5{/color}{color=#ff0000} 隐蔽↓10{/color}","","","",""
"{color=#9DD1FF}【保护华玟】任务完成！{/color}","","","",""
"se/money.ogg","","","",""
"{color=#9DFF9D}金钱+2000{/color}","","","",""
"{color=#9DD1FF}[shashou]、[shashou2] 武功↑15{/color}{color=#ff0000} 隐蔽↓5{/color}","","","",""
"{color=#9DD1FF}[shashou]、[shashou2] 武功↑15{/color}{color=#ff0000} 隐蔽↓10{/color}","","","",""
"se/resident.ogg","","","",""
"下一个可死亡任务时间为：{color=#ff0000}7年 8月~11月{/color}
手下1号要求：技能为{color=#ff0000}琴/舞/唱{/color}、{color=#ff0000}武功≥350{/color}
手下2号：{color=#ff0000}武功≥100{/color}","","","",""
"提示：派出两人后，还需再留{color=#ff0000}武功加起来一共≥500{/color}的1或2名手下在风信楼中守家。","","","",""
"下一个可死亡任务时间为：{color=#ff0000}7年 8月~11月{/color}
手下1号要求：技能为{color=#ff0000}琴/舞/唱{/color}、{color=#ff0000}武功≥550{/color}
手下2号：{color=#ff0000}武功≥200{/color}","","","",""
"提示：派出两人后，需再留{color=#ff0000}武功加起来一共≥700{/color}的1或2名手下在风信楼中守家。","","","",""
"下一个可死亡任务时间为：{color=#ff0000}7年 8月~11月{/color}
手下1号要求：技能为{color=#ff0000}琴/舞/唱{/color}、{color=#ff0000}武功≥450{/color}
手下2号：{color=#ff0000}武功≥100{/color}","","","",""
"提示：派出两人后，需再留{color=#ff0000}武功加起来一共≥600{/color}的1或2名手下在风信楼中守家。","","","",""
"music/184-kaixin.ogg","","","",""
"【哼着歌走进菜市场】（沧海一声笑~滔滔两岸潮~）","","","",""
"这个猪肉一看就够鲜！给我来两大块！","","","",""
"这鱼也不错，要！还有这个牛肉，都要都要！","","","",""
"大哥你就放心好了，我今天绝对带够钱了！","","","",""
"哇，这排骨真好啊！你看我都买了这么多了，就送我一块呗！","","","",""
"半个时辰后。","","","",""
"【心满意足地抱着一堆肉走向风信楼】（栗子把买菜的机会交给了我，我真是太快乐了！）","","","",""
"（如果这几天都能吃到肉，回去被打也值了！）","","","",""
"秦嫫儿刚要进门，身后忽然传来几个女人浮夸的笑声。","","","",""
"【转头看去】（是谁在笑？）","","","",""
"入眼的是三张面若桃花的俏脸。三人中身穿杏黄色襦裙的叫小敏，身姿玲珑有致、浅粉色长衫的是牡丹，而那穿樱红色水袖、娇小瘦弱的则是一舞动人的赵飞艳。","","","",""
"三人站在一起各有各的风姿，均是毓秀阁的红人。","","","",""
"牡丹","","","",""
"【指着秦嫫儿，对身边的姐妹们“悄悄”说道】风信楼的姑娘们每天吃这么多肉啊？","","","",""
"小敏","","","",""
"难怪她们一个比一个长得壮实~","","","",""
"赵飞艳","","","",""
"【掩嘴笑】","","","",""
"（这不是毓秀阁的姑娘们吗？）","","","",""
"se/run1.ogg","","","",""
"【跑到她们面前】喂，你们说啥呢？","","","",""
"我们风信楼的姑娘们身材都是一流的！你们别睁眼说瞎话啊！","","","",""
"【戏谑地打量起秦嫫儿】","","","",""
"【笑出声】就你这样子还好意思说身材一流？笑死人了！","","","",""
"我...我是风信楼的老鸨，不是姑娘！","","","",""
"虽然我是壮了点，但是其他人的身材可没比你们差到哪里去，你们不要闭眼黑啊！","","","",""
"不比我们差？你们风信楼的人还真是不要脸啊，在我们飞艳姐姐面前也敢提身材。","","","",""
"【看向赵飞艳】","","","",""
"music/airenwu.ogg","","","",""
"她都快瘦成杆了，有什么美的？不知道的还以为她是排骨精呢！","","","",""
"【脸色一沉，当下也不再装做温柔的样子，厉声质问】你说什么？！","","","",""
"【气急败坏】我我我...我说你是！排！骨！精！","","","",""
"【拿出刚买的一块排骨】看到没，这上面的肉都比你多！","","","",""
"【大怒】你给我住嘴！","","","",""
"【哭得梨花带雨】","","","",""
"【挥着手帕高喊起来】来看啊，快来看啊！风信楼的泼妇骂街，欺负毓秀阁的姑娘们啦！","","","",""
"路上的行人都朝此处投来目光，眼见是两家青楼中女子发生争吵，顿时兴趣大增，围了上来。","","","",""
"（完了，完了，我又惹事了！）","","","",""
"【电光石火间，灵机一动】（不不不，你别怕，不就是比谁更不要脸吗？我秦嫫儿还能怕她们？）","","","",""
"【用力摔倒在地上】救命啊，毓秀阁的人打人啦！！","","","",""
"【拎着菜篮准备回风信楼】","","","",""
"卖菜大叔","","","",""
"上好的山药！走过路过，看一看咯！","","","",""
"se/move2.ogg","","","",""
"【猛地刹住脚】（差点忘了，主人说今天想吃山药！）","","","",""
"【跑过去】山药来两斤，谢谢大叔！","","","",""
"好嘞，一共是25金钱。","","","",""
"往常不是20金钱吗？","","","",""
"害...这次的不是特别好吗？栗子姑娘你也是老客户了，就23金钱给你吧！","","","",""
"21吧，怎么样？","","","",""
"【一脸为难】真的是最低价了！","","","",""
"...那23，送我一小块姜吧。","","","",""
"【爽快答应】成！","","","",""
"嘻嘻，谢谢大叔！","","","",""
"栗子糕刚付完钱，身后忽然传来几个女人的浮夸的笑声。","","","",""
"【转头看去】","","","",""
"（是毓秀阁的姑娘们...）","","","",""
"【指着栗子糕，对身边的姐妹们“悄悄”说道】风信楼是有多穷啊？","","","",""
"5金钱都要讨价还价，不知道的还以为风信楼快要倒闭了呢~","","","",""
"【掩嘴笑】你们别这么说，妹妹们那是勤俭持家。","","","",""
"【啐了一声】飞艳姐姐真是人美心善，还为那些个不入流的东西说话。","","","",""
"就是~我听说啊，她们风信楼去的客人都是请的托儿，前脚进去后脚出来还能拿钱，做的净是赔本的买卖，难怪如此抠唆。","","","",""
"毕竟她们那儿的姑娘...嘻嘻，长得不行，脾气又差，怎么会有人愿意去？","","","",""
"【偷笑】比如...聂香和黎一一！","","","",""
"唔，她们俩好像确实有点...","","","",""
"【忍不住还嘴】你们是不是有些过分了？","","","",""
"【以鼻子看人】哟~好像有什么东西在说话。","","","",""
"牡丹，你听到没？","","","",""
"【装模作样】没有啊，什么玩意儿？咱们这儿有人吗？","","","",""
"你...你们不要太过分了！当初你们抢了我们的活动创意，我们也没有说什么！","","","",""
"【翻白眼】客人不去你们那可不是因为我们抢了你们的创意，究竟是因为什么...你们每天多照照镜子就懂了。","","","",""
"再说了，你们的创意能在我们手中发扬光大也是你们的福分，不然独有创意无人欣赏不是更加可悲？废物利用罢了，着什么急。","","","",""
"【又气又急，但就是想不到回击的话】.......","","","",""
"【见栗子糕目中含泪，噗嗤一笑】行啦你们两个，再说她就要哭了，旁人不知道还以为我们毓秀阁欺负人呢~","","","",""
"我、我不跟你们说了！","","","",""
"【转身跑走】","","","",""
"官老爷","","","",""
"【用绳子拉着一个少女路过】","","","",""
"少女","","","",""
"【泣不成声】","","","",""
"你父母都同意把你卖给我了，你就别哭哭啼啼了！又不是强抢你的！","","","",""
"（呜呜...爹娘好狠的心...）","","","",""
"【皱起眉，看向官老爷来的那条偏远的街道】","","","",""
"【书肆】","","","",""
